0.02 0.02 0.02 12666 12410 11417 99980 100048 21 11579 0.006032635098448261 0.0059107059507139525 0.005709641928385677
0.02 0.02 0.02 12444 12079 11475 99980 100098 21 11499 0.005926899665647415 0.0057530553729793574 0.005738647729545909
0.02 0.02 0.03 10538 10082 14010 99980 101033 21 10741 0.005019099057906819 0.004801912763505082 0.007006401280256051
0.02 0.02 0.03 10340 10176 13374 99980 100973 21 10625 0.004924794482706065 0.004846683622438773 0.006688337667533507
0.02 0.03 0.01 12844 18580 5460 99980 98015 21 11619 0.006117413958982272 0.008849388925404128 0.002730546109221844
0.02 0.03 0.01 12631 18381 5253 99980 97935 21 11753 0.006015965097781461 0.008754608064470037 0.0026270254050810163
0.02 0.03 0.02 10441 15313 9275 99980 99048 21 10578 0.004972899341773116 0.00729336343459168 0.004638427685537108
0.02 0.03 0.02 10292 15086 9261 99980 99100 21 10639 0.004901932767505882 0.007185246573124149 0.004631426285257052
0.02 0.03 0.03 8627 12648 11396 99980 100033 21 9800 0.004108917021499538 0.006024061955248193 0.005699139827965593
0.02 0.03 0.03 8379 12611 10609 99980 99937 21 9663 0.003990798159631926 0.0060064393831147185 0.005305561112222444
0.03 0.01 0.01 23025 7730 6854 99980 99983 21 18787 0.010966479010087732 0.00368168871869612 0.0034276855371074217
0.03 0.01 0.01 22385 7598 7585 99980 100042 21 18440 0.01066165614075196 0.003618819001895617 0.003793258651730346
0.03 0.01 0.02 18829 6247 11417 99980 101016 21 17144 0.008967984073005078 0.002975356976157136 0.005709641928385677
0.03 0.01 0.02 18240 6647 10784 99980 100935 21 17085 0.0086874517760695 0.0031658712694919936 0.005393078615723144
0.03 0.01 0.03 15592 5028 14010 99980 102001 21 15865 0.007426247154192743 0.002394764667219158 0.007006401280256051
0.03 0.01 0.03 14593 4917 14274 99980 102071 21 15374 0.006950437706588937 0.0023418969508187354 0.007138427685537107
0.03 0.02 0.01 18843 12581 5460 99980 98983 21 17070 0.008974652073271798 0.005992150811114604 0.002730546109221844
0.03 0.02 0.01 18183 12673 6083 99980 99045 21 16893 0.008660303489269282 0.006035969098581621 0.0030421084216843367
0.03 0.02 0.02 15441 10313 9275 99980 100016 21 15599 0.007354328008458835 0.0049119347679059625 0.004638427685537108
0.03 0.02 0.02 14693 10723 8563 99980 99896 21 15537 0.006998066279922651 0.005107211918574191 0.004282356471294259
0.03 0.02 0.03 12774 8501 11396 99980 101001 21 14448 0.006084073957648673 0.004048905019099058 0.005699139827965593
0.03 0.02 0.03 11884 8411 11352 99980 101075 21 14057 0.005660179654978615 0.004006039303098715 0.005677135427085417
0.03 0.03 0.01 15296 15802 4283 99980 97932 21 15489 0.007285266577124949 0.007526267158193544 0.0021419283856771356
0.03 0.03 0.01 14791 15222 4829 99980 98012 21 15422 0.007044742281789691 0.007250021432858 0.00241498299659932
0.03 0.03 0.02 12474 12873 7265 99980 98965 21 14156 0.005941188237647529 0.006131226245249049 0.0036332266453290656
0.03 0.03 0.02 11882 12651 6985 99980 98924 21 14222 0.005659227083511941 0.006025490812448204 0.0034931986397279454
0.03 0.03 0.03 10317 10549 8869 99980 99950 21 13134 0.004913839910839311 0.005024338200973528 0.004435387077415483
0.03 0.03 0.03 9729 10335 9081 99980 100045 21 12844 0.00463378389963707 0.004922413054039379 0.004541408281656331
