p_s p_d d S D I K1 K2 k S_k_half S_norm D_norm, I_norm
0.01 0.03 0.03 360 1454 1404 9980 9995 21 542 0.0017177211565989122 0.006937684893596717 0.007034068136272545
0.01 0.03 0.03 633 1601 1267 9980 9989 21 618 0.003020326367019754 0.00763908769920794 0.006347695390781563
0.01 0.03 0.03 586 1600 1529 9980 9985 21 557 0.0027960683271304513 0.007634316251550721 0.007660320641282565
0.01 0.03 0.03 452 1475 1452 9980 10013 21 571 0.0021566943410630786 0.007037885294398321 0.007274549098196393
0.01 0.03 0.03 571 1529 1234 9980 9988 21 567 0.0027244966122721634 0.007295543467888157 0.006182364729458918
0.01 0.03 0.03 532 1694 1374 9980 9993 21 533 0.0025384101536406146 0.008082832331329325 0.00688376753507014
0.01 0.03 0.03 504 1738 1598 9980 9979 21 521 0.002404809619238477 0.00829277602824697 0.008006012024048097
0.01 0.03 0.03 581 1442 1328 9980 9994 21 633 0.002772211088844355 0.006880427521710087 0.006653306613226453
0.01 0.03 0.03 512 1344 1550 9980 10028 21 499 0.0024429812004962306 0.006412825651302605 0.0077655310621242485
0.01 0.03 0.03 496 1631 1380 9980 9962 21 480 0.0023666380379807235 0.007782231128924516 0.006913827655310621
0.01 0.03 0.03 623 1452 1056 9980 9970 21 662 0.0029726118904475616 0.0069281419982822785 0.005290581162324649
0.01 0.03 0.03 597 1564 1389 9980 9991 21 623 0.0028485542513598627 0.00746254413589083 0.006958917835671343
0.01 0.03 0.03 642 1524 1459 9980 9980 21 636 0.0030632693959347264 0.007271686229602062 0.007309619238476954
0.01 0.03 0.03 572 1611 1518 9980 10026 21 534 0.0027292680599293826 0.007686802175780131 0.007605210420841683
0.01 0.03 0.03 472 1750 1289 9980 9935 21 511 0.0022521232942074626 0.008350033400133601 0.006457915831663327
0.01 0.03 0.03 611 1604 1451 9980 9985 21 612 0.0029153545185609314 0.007653402042179598 0.007269539078156312
0.01 0.03 0.03 633 1495 1427 9980 9979 21 628 0.003020326367019754 0.007133314247542704 0.007149298597194389
0.01 0.03 0.03 471 1540 1286 9980 9972 21 527 0.0022473518465502434 0.007348029392117568 0.006442885771543086
0.01 0.03 0.03 520 1572 1447 9980 9953 21 517 0.002481152781753984 0.0075007157171485825 0.007249498997995992
0.01 0.03 0.03 572 1662 1105 9980 9974 21 554 0.0027292680599293826 0.007930146006298312 0.005536072144288577
0.01 0.03 0.04 282 1188 1391 9980 10081 21 494 0.0013455482393358144 0.00566847981677641 0.006968937875751503
0.01 0.03 0.04 468 1379 1347 9980 10102 21 519 0.0022330375035785857 0.006579826319305277 0.006748496993987976
0.01 0.03 0.04 558 1182 1586 9980 10117 21 615 0.002662467792728314 0.005639851130833095 0.007945891783567135
0.01 0.03 0.04 425 1149 1668 9980 10112 21 548 0.00202786525431816 0.005482393358144861 0.008356713426853707
0.01 0.03 0.04 323 1312 1662 9980 10121 21 383 0.0015411775932818016 0.006260139326271591 0.008326653306613226
0.01 0.03 0.04 383 1284 1534 9980 10054 21 386 0.0018274644527149536 0.006126538791869453 0.007685370741482966
0.01 0.03 0.04 399 1326 1695 9980 10097 21 476 0.001903807615230461 0.006326939593472659 0.008491983967935872
0.01 0.03 0.04 438 1221 1400 9980 10077 21 575 0.0020898940738620095 0.0058259375894646435 0.0070140280561122245
0.01 0.03 0.04 277 1357 1342 9980 10056 21 350 0.0013216910010497185 0.006474854470846455 0.006723446893787575
0.01 0.03 0.04 439 1100 1518 9980 10149 21 482 0.0020946655215192287 0.00524859242294112 0.007605210420841683
0.01 0.03 0.04 360 1315 1639 9980 10072 21 422 0.0017177211565989122 0.006274453669243249 0.008211422845691383
0.01 0.03 0.04 481 1268 1473 9980 10086 21 560 0.002295066323122435 0.006050195629353946 0.007379759519038076
0.01 0.03 0.04 472 1238 1451 9980 10066 21 563 0.0022521232942074626 0.00590705219963737 0.007269539078156312
0.01 0.03 0.04 531 1292 1543 9980 10108 21 522 0.0025336387059833954 0.0061647103731272065 0.007730460921843687
0.01 0.03 0.04 403 1448 1347 9980 10014 21 499 0.0019228934058593376 0.006909056207653402 0.006748496993987976
0.01 0.03 0.04 477 1136 1428 9980 10085 21 566 0.0022759805324935587 0.0054203645386010114 0.007154308617234469
0.01 0.03 0.04 485 1251 1484 9980 10070 21 543 0.002314152113751312 0.005969081019181219 0.007434869739478958
0.01 0.03 0.04 376 1206 1546 9980 10071 21 480 0.0017940643191144193 0.005754365874606355 0.0077454909819639275
0.01 0.03 0.04 491 1216 1619 9980 10075 21 491 0.0023427807996946274 0.0058020803511785474 0.008111222444889779
0.01 0.03 0.04 377 1238 1729 9980 10125 21 427 0.0017988357667716385 0.00590705219963737 0.008662324649298597
0.01 0.03 0.05 245 960 1403 9980 10187 21 443 0.001169004676018704 0.004580589750930432 0.007029058116232465
0.01 0.03 0.05 415 949 1617 9980 10198 21 504 0.0019801507777459683 0.004528103826701021 0.00810120240480962
0.01 0.03 0.05 484 1010 1530 9980 10194 21 584 0.002309380666094093 0.004819162133791392 0.007665330661322646
0.01 0.03 0.05 388 967 1590 9980 10194 21 491 0.0018513216910010497 0.0046139898845309665 0.007965931863727455
0.01 0.03 0.05 422 1073 1478 9980 10184 21 492 0.0020135509113465024 0.005119763336196202 0.007404809619238477
0.01 0.03 0.05 325 1230 1316 9980 10190 21 426 0.00155072048859624 0.0058688806183796165 0.006593186372745491
0.01 0.03 0.05 353 1106 1599 9980 10191 21 449 0.0016843210229983776 0.005277221108884436 0.008011022044088177
0.01 0.03 0.05 383 941 1426 9980 10189 21 515 0.0018274644527149536 0.004489932245443268 0.007144288577154308
0.01 0.03 0.05 212 1157 1346 9980 10145 21 309 0.0010115469033304704 0.005520564939402615 0.006743486973947896
0.01 0.03 0.05 336 1178 1519 9980 10162 21 388 0.0016032064128256513 0.005620765340204218 0.007610220440881763
0.01 0.03 0.05 288 1056 1667 9980 10158 21 362 0.0013741769252791297 0.0050386487260234755 0.008351703406813626
0.01 0.03 0.05 295 1238 1556 9980 10160 21 424 0.001407577058879664 0.00590705219963737 0.007795591182364729
0.01 0.03 0.05 377 1020 1601 9980 10168 21 510 0.0017988357667716385 0.004866876610363584 0.008021042084168336
0.01 0.03 0.05 429 1134 1506 9980 10216 21 462 0.002046951044947037 0.005410821643286573 0.007545090180360721
0.01 0.03 0.05 271 1220 1390 9980 10120 21 403 0.0012930623151064032 0.005821166141807424 0.006963927855711423
0.01 0.03 0.05 346 914 1599 9980 10199 21 493 0.0016509208893978433 0.0043611031586983495 0.008011022044088177
0.01 0.03 0.05 277 1044 1450 9980 10167 21 314 0.0013216910010497185 0.004981391354136845 0.007264529058116233
0.01 0.03 0.05 297 1014 1590 9980 10163 21 466 0.0014171199541941025 0.004838247924420269 0.007965931863727455
0.01 0.03 0.05 391 994 1559 9980 10202 21 424 0.0018656360339727074 0.0047428189712758854 0.00781062124248497
0.01 0.03 0.05 311 999 1761 9980 10227 21 424 0.0014839202213951712 0.004766676209561981 0.008822645290581162
0.01 0.04 0.01 485 2383 550 9980 9661 21 630 0.002314152113751312 0.011370359767153355 0.0027555110220440883
0.01 0.04 0.01 695 2429 546 9980 9693 21 628 0.0033161561217673443 0.011589846359385437 0.0027354709418837674
0.01 0.04 0.01 595 2551 516 9980 9676 21 558 0.0028390113560454243 0.01217196297356618 0.002585170340681363
0.01 0.04 0.01 648 2254 541 9980 9691 21 645 0.0030918980818780417 0.010754843019372077 0.002710420841683367
0.01 0.04 0.01 516 2440 512 9980 9699 21 509 0.0024620669911251075 0.011642332283614849 0.002565130260521042
0.01 0.04 0.01 516 2694 609 9980 9641 21 483 0.0024620669911251075 0.012854279988548526 0.0030511022044088175
0.01 0.04 0.01 707 2392 677 9980 9724 21 658 0.0033734134936539745 0.011413302796068328 0.0033917835671342686
0.01 0.04 0.01 608 2578 636 9980 9682 21 567 0.0029010401755892737 0.012300792060311098 0.003186372745490982
0.01 0.04 0.01 742 2255 735 9980 9718 21 657 0.003540414161656647 0.010759614467029296 0.003682364729458918
0.01 0.04 0.01 508 2457 592 9980 9699 21 471 0.0024238954098673537 0.011723446893787575 0.002965931863727455
0.01 0.04 0.01 625 2509 737 9980 9704 21 563 0.002982154785762 0.011971562171962973 0.0036923847695390782
0.01 0.04 0.01 697 2569 495 9980 9728 21 671 0.0033256990170817827 0.012257849031396125 0.002479959919839679
0.01 0.04 0.01 783 2226 501 9980 9702 21 706 0.003736043515602634 0.01062124248496994 0.0025100200400801605
0.01 0.04 0.01 679 2448 572 9980 9690 21 576 0.003239812959251837 0.011680503864872602 0.0028657314629258516
0.01 0.04 0.01 594 2554 555 9980 9669 21 540 0.002834239908388205 0.012186277316537838 0.002780561122244489
0.01 0.04 0.01 685 2491 531 9980 9668 21 668 0.003268441645195152 0.011885676114133027 0.002660320641282565
0.01 0.04 0.01 554 2511 583 9980 9647 21 537 0.002643382002099437 0.011981105067277412 0.0029208416833667334
0.01 0.04 0.01 622 2542 581 9980 9699 21 629 0.0029678404427903424 0.012129019944651208 0.002910821643286573
0.01 0.04 0.01 589 2339 568 9980 9690 21 583 0.002810382670102109 0.011160416070235709 0.002845691382765531
0.01 0.04 0.01 605 2648 432 9980 9659 21 584 0.002886725832617616 0.012634793396316443 0.0021643286573146295
0.01 0.04 0.02 311 1799 959 9980 9797 21 536 0.0014839202213951712 0.008583834335337341 0.004804609218436874
0.01 0.04 0.02 565 2014 857 9980 9797 21 565 0.002695867926328848 0.009609695581639469 0.0042935871743486976
0.01 0.04 0.02 459 1999 980 9980 9779 21 492 0.0021900944746636127 0.00953812386678118 0.004909819639278557
0.01 0.04 0.02 475 1922 1105 9980 9809 21 565 0.0022664376371791203 0.009170722397175302 0.005536072144288577
0.01 0.04 0.02 525 2014 931 9980 9805 21 563 0.00250501002004008 0.009609695581639469 0.0046643286573146295
0.01 0.04 0.02 458 2112 954 9980 9748 21 451 0.002185323027006394 0.010077297452046951 0.004779559118236473
0.01 0.04 0.02 568 1844 1052 9980 9835 21 568 0.0027101822693005057 0.008798549479912205 0.005270541082164328
0.01 0.04 0.02 520 2155 980 9980 9779 21 521 0.002481152781753984 0.010282469701307377 0.004909819639278557
0.01 0.04 0.02 439 2272 813 9980 9749 21 453 0.0020946655215192287 0.010840729077202023 0.00407314629258517
0.01 0.04 0.02 484 1735 1097 9980 9816 21 508 0.002309380666094093 0.008278461685275313 0.005495991983967936
0.01 0.04 0.02 475 2067 1112 9980 9795 21 471 0.0022664376371791203 0.009862582307472088 0.0055711422845691385
0.01 0.04 0.02 385 2416 763 9980 9767 21 467 0.001837007348029392 0.011527817539841587 0.0038226452905811624
0.01 0.04 0.02 654 1819 834 9980 9784 21 649 0.003120526767821357 0.008679263288481726 0.0041783567134268534
0.01 0.04 0.02 488 1938 983 9980 9809 21 509 0.0023284664567229697 0.00924706555969081 0.004924849699398798
0.01 0.04 0.02 519 2232 840 9980 9777 21 539 0.002476381334096765 0.010649871170913256 0.004208416833667334
0.01 0.04 0.02 548 1842 862 9980 9795 21 599 0.0026147533161561217 0.008789006584597766 0.004318637274549098
0.01 0.04 0.02 392 1897 944 9980 9774 21 426 0.0018704074816299266 0.009051436205744823 0.004729458917835671
0.01 0.04 0.02 421 1846 1100 9980 9800 21 458 0.002008779463689283 0.008808092375226643 0.005511022044088177
0.01 0.04 0.02 524 1784 1004 9980 9789 21 543 0.002500238572382861 0.008512262620479053 0.005030060120240481
0.01 0.04 0.02 517 2316 764 9980 9766 21 521 0.0024668384387823267 0.011050672774119669 0.0038276553106212424
0.01 0.04 0.03 255 1520 1096 9980 9888 21 487 0.001216719152590896 0.007252600438973185 0.005490981963927856
0.01 0.04 0.03 478 1639 978 9980 9887 21 528 0.002280751980150778 0.00782040271018227 0.0048997995991983965
0.01 0.04 0.03 408 1696 1209 9980 9867 21 467 0.0019467506441454337 0.008092375226643763 0.006057114228456914
0.01 0.04 0.03 372 1573 1153 9980 9907 21 518 0.0017749785284855424 0.007505487164805802 0.0057765531062124245
0.01 0.04 0.03 442 1680 1065 9980 9894 21 528 0.0021089798644908864 0.008016032064128256 0.005335671342685371
0.01 0.04 0.03 415 1751 1087 9980 9891 21 470 0.0019801507777459683 0.00835480484779082 0.005445891783567134
0.01 0.04 0.03 398 1740 1236 9980 9882 21 454 0.0018990361675732417 0.00830231892356141 0.006192384769539078
0.01 0.04 0.03 478 1732 1019 9980 9879 21 563 0.002280751980150778 0.008264147342303655 0.005105210420841683
0.01 0.04 0.03 418 1471 1169 9980 9921 21 450 0.0019944651207176255 0.007018799503769444 0.005856713426853707
0.01 0.04 0.03 389 1802 1093 9980 9850 21 429 0.001856093138658269 0.008598148678309 0.005475951903807615
0.01 0.04 0.03 503 1674 897 9980 9865 21 573 0.0024000381715812576 0.00798740337818494 0.004493987975951904
0.01 0.04 0.03 501 1773 1102 9980 9901 21 573 0.002390495276266819 0.008459776696249642 0.005521042084168337
0.01 0.04 0.03 529 1548 1216 9980 9881 21 573 0.002524095810668957 0.007386200973375322 0.006092184368737475
0.01 0.04 0.03 462 1621 1197 9980 9919 21 480 0.0022044088176352704 0.0077345166523523235 0.005996993987975952
0.01 0.04 0.03 439 1868 1008 9980 9851 21 487 0.0020946655215192287 0.008913064223685466 0.005050100200400802
0.01 0.04 0.03 550 1658 1178 9980 9879 21 572 0.00262429621147056 0.007911060215669435 0.005901803607214429
0.01 0.04 0.03 501 1618 1170 9980 9894 21 580 0.002390495276266819 0.007720202309380666 0.005861723446893788
0.01 0.04 0.03 367 1738 1027 9980 9873 21 483 0.0017511212901994465 0.00829277602824697 0.005145290581162324
0.01 0.04 0.03 430 1545 1058 9980 9846 21 473 0.002051722492604256 0.007371886630403664 0.005300601202404809
0.01 0.04 0.03 442 1761 885 9980 9893 21 490 0.0021089798644908864 0.008402519324363011 0.004433867735470942
0.01 0.04 0.04 192 1229 1046 9980 9974 21 447 0.0009161179501860864 0.005864109170722397 0.0052404809619238475
0.01 0.04 0.04 350 1422 1043 9980 10000 21 460 0.0016700066800267202 0.006784998568565703 0.005225450901803607
0.01 0.04 0.04 449 1314 1300 9980 10025 21 545 0.002142379998091421 0.006269682221586029 0.006513026052104208
0.01 0.04 0.04 345 1229 1337 9980 10008 21 498 0.001646149441740624 0.005864109170722397 0.006698396793587174
0.01 0.04 0.04 270 1206 1319 9980 10025 21 362 0.001288290867449184 0.005754365874606355 0.006608216432865731
0.01 0.04 0.04 337 1359 1238 9980 9949 21 350 0.0016079778604828705 0.0064843973661608935 0.006202404809619239
0.01 0.04 0.04 322 1339 1322 9980 9996 21 404 0.0015364061456245824 0.006388968413016509 0.006623246492985972
0.01 0.04 0.04 346 1430 982 9980 9962 21 512 0.0016509208893978433 0.0068231701498234565 0.004919839679358717
0.01 0.04 0.04 224 1443 1096 9980 9965 21 322 0.0010688042752171009 0.006885198969367306 0.005490981963927856
0.01 0.04 0.04 320 1140 1196 9980 10045 21 409 0.0015268632503101442 0.005439450329229888 0.005991983967935871
0.01 0.04 0.04 283 1389 1387 9980 9980 21 378 0.0013503196869930336 0.006627540795877469 0.006948897795591182
0.01 0.04 0.04 394 1479 1150 9980 9989 21 514 0.0018799503769443649 0.0070569710850271975 0.005761523046092184
0.01 0.04 0.04 418 1255 1154 9980 9961 21 527 0.0019944651207176255 0.005988166809810096 0.005781563126252505
0.01 0.04 0.04 418 1389 1236 9980 10001 21 463 0.0019944651207176255 0.006627540795877469 0.006192384769539078
0.01 0.04 0.04 370 1552 1092 9980 9927 21 475 0.0017654356331711042 0.007405286764004199 0.005470941883767535
0.01 0.04 0.04 381 1374 1131 9980 9978 21 501 0.0018179215574005154 0.006555969081019181 0.005666332665330662
0.01 0.04 0.04 380 1366 1215 9980 9986 21 495 0.0018131501097432962 0.006517797499761427 0.006087174348697395
0.01 0.04 0.04 325 1333 1203 9980 9964 21 439 0.00155072048859624 0.006360339727073194 0.006027054108216433
0.01 0.04 0.04 423 1223 1154 9980 9970 21 453 0.0020183223590037216 0.005835480484779082 0.005781563126252505
0.01 0.04 0.04 318 1301 1287 9980 10009 21 376 0.0015173203549957057 0.0062076534020421795 0.0064478957915831666
0.01 0.04 0.05 175 1000 1090 9980 10080 21 397 0.0008350033400133601 0.0047714476572192 0.005460921843687375
0.01 0.04 0.05 310 1072 1297 9980 10089 21 445 0.0014791487737379522 0.005114991888538983 0.0064979959919839675
0.01 0.04 0.05 385 1112 1218 9980 10103 21 514 0.001837007348029392 0.005305849794827751 0.006102204408817635
0.01 0.04 0.05 312 997 1263 9980 10090 21 447 0.0014886916690523904 0.004757133314247543 0.006327655310621243
0.01 0.04 0.05 327 1125 1192 9980 10088 21 456 0.0015602633839106785 0.0053678786143716 0.005971943887775551
0.01 0.04 0.05 225 1269 1047 9980 10088 21 367 0.00107357572287432 0.006054967077011165 0.005245490981963928
0.01 0.04 0.05 282 1111 1299 9980 10090 21 380 0.0013455482393358144 0.005301078347170532 0.006508016032064128
0.01 0.04 0.05 314 1098 1012 9980 10079 21 467 0.0014982345643668289 0.005239049527626682 0.005070140280561122
0.01 0.04 0.05 184 1206 1091 9980 10054 21 283 0.0008779463689283329 0.005754365874606355 0.005465931863727455
0.01 0.04 0.05 263 1341 1188 9980 10056 21 333 0.0012548907338486496 0.0063985113083309475 0.0059519038076152305
0.01 0.04 0.05 228 1172 1394 9980 10066 21 329 0.0010878900658459778 0.0055921366542609026 0.006983967935871744
0.01 0.04 0.05 253 1315 1157 9980 10050 21 396 0.0012071762572764576 0.006274453669243249 0.005796593186372745
0.01 0.04 0.05 340 1042 1300 9980 10065 21 481 0.0016222922034545282 0.004971848458822406 0.006513026052104208
0.01 0.04 0.05 344 1242 1233 9980 10114 21 425 0.0016413779940834049 0.005926137990266247 0.006177354709418837
0.01 0.04 0.05 242 1306 1121 9980 10030 21 380 0.0011546903330470464 0.006231510640328276 0.00561623246492986
0.01 0.04 0.05 266 1118 1232 9980 10086 21 428 0.0012692050768203073 0.005334478480771066 0.006172344689378758
0.01 0.04 0.05 236 1063 1053 9980 10061 21 287 0.0011260616471037313 0.00507204885962401 0.005275551102204409
0.01 0.04 0.05 258 1115 1266 9980 10058 21 428 0.0012310334955625538 0.005320164137799409 0.006342685370741483
0.01 0.04 0.05 337 1012 1097 9980 10103 21 395 0.0016079778604828705 0.004828705029105831 0.005495991983967936
0.01 0.04 0.05 265 1009 1405 9980 10106 21 379 0.001264433629163088 0.004814390686134173 0.007039078156312625
0.01 0.05 0.01 379 2372 405 9980 9547 21 579 0.001808378662086077 0.011317873842923943 0.002029058116232465
0.01 0.05 0.01 586 2474 454 9980 9587 21 564 0.0027960683271304513 0.011804561503960302 0.0022745490981963927
0.01 0.05 0.01 500 2587 447 9980 9571 21 521 0.0023857238286096 0.01234373508922607 0.0022394789579158318
0.01 0.05 0.01 527 2395 412 9980 9587 21 569 0.0025145529153545185 0.011427617139039985 0.0020641282565130262
0.01 0.05 0.01 378 2550 420 9980 9598 21 444 0.0018036072144288577 0.012167191525908961 0.002104208416833667
0.01 0.05 0.01 415 2819 433 9980 9541 21 433 0.0019801507777459683 0.013450710945700925 0.0021693386773547095
0.01 0.05 0.01 558 2519 588 9980 9629 21 584 0.002662467792728314 0.012019276648535165 0.0029458917835671343
0.01 0.05 0.01 482 2598 498 9980 9578 21 511 0.0022998377707796544 0.012396221013455482 0.00249498997995992
0.01 0.05 0.01 589 2259 565 9980 9626 21 583 0.002810382670102109 0.010778700257658173 0.0028306613226452906
0.01 0.05 0.01 407 2563 432 9980 9583 21 428 0.0019419791964882145 0.012229220345452811 0.0021643286573146295
