p_s p_d d S D I K1 K2 k S_k_half S_norm D_norm, I_norm
0.03 0.03 0.05 722 829 949 9980 10176 21 1076 0.003444985208512263 0.003955530107834717 0.004754509018036072
0.03 0.03 0.05 643 600 1014 9980 10160 21 984 0.0030680408435919456 0.0028628685943315204 0.005080160320641283
0.03 0.03 0.05 560 657 1133 9980 10178 21 874 0.0026720106880427524 0.0031348411107930147 0.005676352705410822
0.03 0.03 0.05 775 802 846 9980 10218 21 1200 0.0036978719343448803 0.003826701021089799 0.004238476953907815
0.03 0.03 0.05 763 600 1083 9980 10182 21 1105 0.00364061456245825 0.0028628685943315204 0.0054258517034068135
0.03 0.03 0.05 724 638 804 9980 10176 21 1108 0.003454528103826701 0.00304418360530585 0.004028056112224449
0.03 0.03 0.05 738 640 1103 9980 10208 21 1006 0.00352132837102777 0.0030537265006202884 0.005526052104208417
0.03 0.03 0.05 637 681 970 9980 10201 21 956 0.0030394121576486307 0.0032493558545662756 0.0048597194388777555
0.03 0.03 0.05 722 770 984 9980 10159 21 1116 0.003444985208512263 0.003674014696058784 0.004929859719438877
0.03 0.03 0.05 820 682 870 9980 10150 21 1245 0.003912587078919744 0.003254127302223495 0.00435871743486974
0.03 0.03 0.05 557 795 1087 9980 10137 21 1019 0.0026576963450710947 0.0037933008874892643 0.005445891783567134
0.03 0.03 0.05 743 646 994 9980 10186 21 1140 0.003545185609313866 0.0030823551865636033 0.004979959919839679
0.03 0.03 0.05 625 774 845 9980 10136 21 988 0.002982154785762 0.003693100486687661 0.004233466933867736
0.03 0.03 0.05 681 654 903 9980 10204 21 1173 0.0032493558545662756 0.003120526767821357 0.004524048096192385
0.03 0.03 0.05 627 703 816 9980 10145 21 984 0.0029916976810764385 0.0033543277030250976 0.004088176352705411
0.03 0.03 0.05 694 782 839 9980 10106 21 1042 0.003311384674110125 0.003731272067945415 0.004203406813627255
0.03 0.03 0.05 648 846 917 9980 10179 21 1086 0.0030918980818780417 0.004036644718007443 0.004594188376753507
0.03 0.03 0.05 766 803 787 9980 10193 21 1082 0.0036549289054299073 0.003831472468747018 0.0039428857715430865
0.03 0.04 0.01 1085 1567 295 9980 9649 21 1518 0.005177020708082832 0.007476858478862487 0.0014779559118236474
0.03 0.04 0.01 1204 1672 397 9980 9667 21 1483 0.005744822979291917 0.007977860482870502 0.0019889779559118235
0.03 0.04 0.01 1230 1734 388 9980 9651 21 1365 0.0058688806183796165 0.008273690237618094 0.0019438877755511021
0.03 0.04 0.01 1271 1571 335 9980 9680 21 1465 0.006064509972325604 0.007495944269491363 0.0016783567134268536
0.03 0.04 0.01 1287 1502 375 9980 9687 21 1430 0.0061408531348411104 0.007166714381143239 0.00187875751503006
0.03 0.04 0.01 1113 1820 366 9980 9665 21 1409 0.00531062124248497 0.008684034736138945 0.0018336673346693387
0.03 0.04 0.01 1315 1650 439 9980 9713 21 1466 0.006274453669243249 0.007872888634411681 0.0021993987975951904
0.03 0.04 0.01 1274 1346 412 9980 9663 21 1486 0.006078824315297261 0.006422368546617044 0.0020641282565130262
0.03 0.04 0.01 1105 1461 472 9980 9705 21 1259 0.0052724496612272164 0.0069710850271972515 0.0023647294589178355
0.03 0.04 0.01 1048 1741 384 9980 9675 21 1234 0.005000477144765722 0.008307090371218628 0.0019238476953907816
0.03 0.04 0.01 1175 1490 447 9980 9694 21 1431 0.00560645099723256 0.007109457009256608 0.0022394789579158318
0.03 0.04 0.01 1302 1696 333 9980 9712 21 1584 0.006212424849699399 0.008092375226643763 0.0016683366733466934
0.03 0.04 0.01 1155 1565 368 9980 9662 21 1390 0.005511022044088177 0.007467315583548049 0.001843687374749499
0.03 0.04 0.01 1241 1576 386 9980 9702 21 1477 0.005921366542609028 0.007519801507777459 0.0019338677354709419
0.03 0.04 0.01 1431 1472 333 9980 9705 21 1586 0.006827941597480676 0.007023570951426663 0.0016683366733466934
0.03 0.04 0.01 1149 1731 408 9980 9683 21 1377 0.005482393358144861 0.008259375894646436 0.0020440881763527053
0.03 0.04 0.01 1219 1696 357 9980 9696 21 1429 0.005816394694150205 0.008092375226643763 0.0017885771543086173
0.03 0.04 0.01 1057 1625 413 9980 9641 21 1303 0.005043420173680695 0.0077536024429812 0.0020691382765531063
0.03 0.04 0.01 1114 1823 390 9980 9668 21 1468 0.0053153926901421894 0.008698349079110603 0.0019539078156312626
0.03 0.04 0.01 1366 1643 365 9980 9689 21 1575 0.006517797499761427 0.007839488500811146 0.0018286573146292584
0.03 0.04 0.02 792 1178 523 9980 9785 21 1316 0.0037789865445176066 0.005620765340204218 0.0026202404809619237
0.03 0.04 0.02 911 1391 623 9980 9761 21 1304 0.004346788815726692 0.006637083691191908 0.00312124248496994
0.03 0.04 0.02 1063 1331 620 9980 9751 21 1285 0.00507204885962401 0.006350796831758755 0.0031062124248496994
0.03 0.04 0.02 1073 1283 543 9980 9754 21 1339 0.005119763336196202 0.006121767344212234 0.002720440881763527
0.03 0.04 0.02 994 1227 579 9980 9786 21 1275 0.0047428189712758854 0.005854566275407959 0.002900801603206413
0.03 0.04 0.02 1222 1250 622 9980 9806 21 1548 0.005830709037121863 0.005964309571524 0.00311623246492986
0.03 0.04 0.02 1118 1348 645 9980 9799 21 1334 0.005334478480771066 0.006431911441931482 0.0032314629258517035
0.03 0.04 0.02 923 1309 587 9980 9750 21 1249 0.004404046187613322 0.006245824983299933 0.0029408817635270543
0.03 0.04 0.02 926 1525 538 9980 9767 21 1300 0.004418360530584979 0.007276457677259281 0.002695390781563126
0.03 0.04 0.02 890 1314 641 9980 9809 21 1226 0.004246588414925088 0.006269682221586029 0.0032114228456913826
0.03 0.04 0.02 983 1235 695 9980 9778 21 1261 0.004690333047046474 0.005892737856665713 0.0034819639278557113
0.03 0.04 0.02 1083 1388 546 9980 9802 21 1418 0.005167477812768394 0.00662276934822025 0.0027354709418837674
0.03 0.04 0.02 918 1312 506 9980 9719 21 1226 0.0043801889493272255 0.006260139326271591 0.002535070140280561
0.03 0.04 0.02 1100 1384 487 9980 9784 21 1361 0.00524859242294112 0.006603683557591373 0.002439879759519038
0.03 0.04 0.02 1116 1233 545 9980 9791 21 1396 0.005324935585456628 0.005883194961351274 0.0027304609218436874
0.03 0.04 0.02 873 1161 553 9980 9792 21 1350 0.004165473804752362 0.005539650730031492 0.002770541082164329
0.03 0.04 0.02 958 1475 512 9980 9770 21 1250 0.0045710468556159935 0.007037885294398321 0.002565130260521042
0.03 0.04 0.02 1015 1336 535 9980 9795 21 1378 0.004843019372077488 0.006374654070044851 0.0026803607214428856
0.03 0.04 0.02 916 1422 532 9980 9763 21 1322 0.004370646054012788 0.006784998568565703 0.002665330661322645
0.03 0.04 0.02 908 1177 628 9980 9807 21 1181 0.004332474472755034 0.005615993892546999 0.0031462925851703408
0.03 0.04 0.03 642 994 606 9980 9876 21 1211 0.0030632693959347264 0.0047428189712758854 0.003036072144288577
0.03 0.04 0.03 776 1187 717 9980 9857 21 1185 0.0037026433820020995 0.005663708369119191 0.003592184368737475
0.03 0.04 0.03 929 1132 832 9980 9837 21 1191 0.004432674873556637 0.0054012787479721346 0.004168336673346693
0.03 0.04 0.03 769 1202 741 9980 9884 21 1144 0.003669243248401565 0.005735280083977478 0.0037124248496993987
0.03 0.04 0.03 641 1165 729 9980 9911 21 957 0.0030584979482775076 0.005558736520660368 0.003652304609218437
0.03 0.04 0.03 786 1126 681 9980 9864 21 1127 0.0037503578585742913 0.005372650062028819 0.003411823647294589
0.03 0.04 0.03 952 1084 813 9980 9890 21 1212 0.004542418169672679 0.005172249260425613 0.00407314629258517
0.03 0.04 0.03 732 1052 685 9980 9848 21 1114 0.0034926996850844546 0.0050195629353945986 0.00343186372745491
0.03 0.04 0.03 746 1187 619 9980 9878 21 1152 0.0035594999522855233 0.005663708369119191 0.0031012024048096194
0.03 0.04 0.03 796 1268 593 9980 9845 21 1104 0.0037980723351464835 0.006050195629353946 0.0029709418837675352
0.03 0.04 0.03 739 1117 610 9980 9870 21 1182 0.003526099818684989 0.005329707033113847 0.003056112224448898
0.03 0.04 0.03 970 1159 705 9980 9884 21 1291 0.004628304227502624 0.0055301078347170535 0.003532064128256513
0.03 0.04 0.03 727 1090 745 9980 9821 21 1102 0.0034688424467983585 0.005200877946368928 0.0037324649298597196
0.03 0.04 0.03 934 1106 604 9980 9888 21 1213 0.004456532111842733 0.005277221108884436 0.0030260521042084166
0.03 0.04 0.03 782 962 750 9980 9911 21 1211 0.003731272067945415 0.00459013264624487 0.00375751503006012
0.03 0.04 0.03 796 940 627 9980 9898 21 1225 0.0037980723351464835 0.004485160797786048 0.0031412825651302603
0.03 0.04 0.03 710 1170 744 9980 9878 21 1133 0.003387727836625632 0.005582593758946464 0.003727454909819639
0.03 0.04 0.03 755 1109 649 9980 9888 21 1192 0.0036024429812004963 0.005291535451856093 0.003251503006012024
0.03 0.04 0.03 880 1024 711 9980 9887 21 1248 0.004198873938352896 0.004885962400992461 0.003562124248496994
0.03 0.04 0.03 814 947 773 9980 9911 21 1164 0.003883958392976429 0.004518560931386583 0.0038727454909819638
0.03 0.04 0.04 524 829 575 9980 9962 21 1117 0.002500238572382861 0.003955530107834717 0.002880761523046092
0.03 0.04 0.04 625 917 906 9980 9960 21 1065 0.002982154785762 0.004375417501670006 0.004539078156312625
0.03 0.04 0.04 703 1005 849 9980 9999 21 1076 0.0033543277030250976 0.004795304895505296 0.004253507014028056
0.03 0.04 0.04 638 821 823 9980 9972 21 1011 0.00304418360530585 0.003917358526576964 0.004123246492985972
0.03 0.04 0.04 530 906 793 9980 10000 21 859 0.002528867258326176 0.004322931577440596 0.003972945891783567
0.03 0.04 0.04 826 937 751 9980 10001 21 1246 0.00394121576486306 0.004470846454814391 0.0037625250501002005
0.03 0.04 0.04 694 977 865 9980 9997 21 973 0.003311384674110125 0.004661704361103159 0.0043336673346693385
0.03 0.04 0.04 718 824 689 9980 9974 21 1114 0.003425899417883386 0.003931672869548621 0.0034519038076152304
0.03 0.04 0.04 677 928 689 9980 9991 21 1070 0.0032302700639373987 0.004427903425899418 0.0034519038076152304
0.03 0.04 0.04 596 862 771 9980 10011 21 950 0.0028437828037026435 0.004112987880522951 0.0038627254509018038
0.03 0.04 0.04 717 850 901 9980 9993 21 1063 0.0034211279702261667 0.00405573050863632 0.004514028056112224
0.03 0.04 0.04 761 883 688 9980 9955 21 1211 0.0036310716671438116 0.004213188281324554 0.0034468937875751504
0.03 0.04 0.04 704 898 621 9980 9962 21 1089 0.003359099150682317 0.004284759996182842 0.0031112224448897794
0.03 0.04 0.04 800 870 704 9980 9974 21 1167 0.0038171581257753604 0.004151159461780705 0.0035270541082164327
0.03 0.04 0.04 612 711 694 9980 10032 21 1059 0.0029201259662181506 0.0033924992842828514 0.0034769539078156313
0.03 0.04 0.04 679 960 713 9980 9985 21 1016 0.003239812959251837 0.004580589750930432 0.003572144288577154
0.03 0.04 0.04 598 846 576 9980 9951 21 931 0.002853325699017082 0.004036644718007443 0.0028857715430861725
0.03 0.04 0.04 577 915 703 9980 9923 21 962 0.0027531252982154787 0.004365874606355569 0.0035220440881763527
0.03 0.04 0.04 704 732 740 9980 9997 21 1083 0.003359099150682317 0.0034926996850844546 0.0037074148296593187
0.03 0.04 0.04 686 770 910 9980 10007 21 1040 0.0032732130928523713 0.003674014696058784 0.004559118236472946
0.03 0.04 0.05 430 687 586 9980 10068 21 980 0.002051722492604256 0.0032779845405095905 0.002935871743486974
0.03 0.04 0.05 634 788 742 9980 10119 21 1055 0.003025097814676973 0.0037599007538887297 0.003717434869739479
0.03 0.04 0.05 605 865 794 9980 10080 21 954 0.002886725832617616 0.0041273022234946085 0.003977955911823647
0.03 0.04 0.05 498 667 831 9980 10070 21 885 0.002376180933295162 0.0031825555873652065 0.004163326653306613
0.03 0.04 0.05 445 764 912 9980 10091 21 796 0.002123294207462544 0.003645386010115469 0.004569138276553106
0.03 0.04 0.05 657 771 704 9980 10114 21 1083 0.0031348411107930147 0.0036787861437160034 0.0035270541082164327
0.03 0.04 0.05 631 738 886 9980 10086 21 995 0.0030107834717053154 0.00352132837102777 0.004438877755511022
0.03 0.04 0.05 567 708 692 9980 10080 21 1010 0.0027054108216432865 0.0033781849413111937 0.003466933867735471
0.03 0.04 0.05 574 739 959 9980 10105 21 859 0.002738810955243821 0.003526099818684989 0.004804609218436874
0.03 0.04 0.05 524 784 786 9980 10107 21 851 0.002500238572382861 0.0037408149632598532 0.003937875751503006
0.03 0.04 0.05 614 719 828 9980 10074 21 1030 0.002929668861532589 0.003430670865540605 0.0041482965931863725
0.03 0.04 0.05 649 711 687 9980 10049 21 1113 0.003096669529535261 0.0033924992842828514 0.00344188376753507
0.03 0.04 0.05 453 775 913 9980 10036 21 918 0.002161465788720298 0.0036978719343448803 0.004574148296593187
0.03 0.04 0.05 647 714 728 9980 10085 21 1032 0.0030871266342208225 0.003406813627254509 0.003647294589178357
0.03 0.04 0.05 494 743 743 9980 10053 21 885 0.002357095142666285 0.003545185609313866 0.003722444889779559
0.03 0.04 0.05 533 700 734 9980 10083 21 1019 0.002543181601297834 0.0033400133600534404 0.0036773547094188378
0.03 0.04 0.05 512 746 632 9980 10037 21 873 0.0024429812004962306 0.0035594999522855233 0.0031663326653306612
0.03 0.04 0.05 526 816 676 9980 10013 21 924 0.0025097814676972993 0.0038935012882908675 0.0033867735470941886
0.03 0.04 0.05 559 846 697 9980 10081 21 980 0.002667239240385533 0.004036644718007443 0.003491983967935872
0.03 0.04 0.05 623 881 606 9980 10099 21 978 0.0029726118904475616 0.004203645386010115 0.003036072144288577
0.03 0.05 0.01 859 1611 200 9980 9541 21 1362 0.004098673537551293 0.007686802175780131 0.001002004008016032
0.03 0.05 0.01 974 1579 314 9980 9563 21 1353 0.004647390018131501 0.007534115850749117 0.0015731462925851704
0.03 0.05 0.01 1032 1768 316 9980 9552 21 1252 0.004924133982250215 0.008435919457963546 0.0015831663326653306
0.03 0.05 0.01 1021 1784 260 9980 9595 21 1348 0.0048716480580208036 0.008512262620479053 0.0013026052104208416
0.03 0.05 0.01 1081 1566 274 9980 9579 21 1318 0.005157934917453955 0.007472087031205268 0.001372745490981964
0.03 0.05 0.01 888 1737 273 9980 9561 21 1248 0.00423704551961065 0.008288004580589751 0.0013677354709418837
0.03 0.05 0.01 1081 1596 318 9980 9607 21 1318 0.005157934917453955 0.007615230460921844 0.001593186372745491
0.03 0.05 0.01 1018 1344 350 9980 9577 21 1321 0.004857333715049146 0.006412825651302605 0.0017535070140280561
0.03 0.05 0.01 908 1494 359 9980 9617 21 1136 0.004332474472755034 0.007128542799885485 0.0017985971943887775
0.03 0.05 0.01 797 1788 336 9980 9561 21 1091 0.0038028437828037027 0.00853134841110793 0.0016833667334669338
0.03 0.05 0.01 924 1547 367 9980 9590 21 1265 0.004408817635270541 0.007381429525718103 0.0018386773547094189
0.03 0.05 0.01 1055 1650 292 9980 9612 21 1433 0.005033877278366256 0.007872888634411681 0.0014629258517034067
0.03 0.05 0.01 863 1752 314 9980 9547 21 1226 0.00411775932818017 0.008359576295448038 0.0015731462925851704
0.03 0.05 0.01 997 1600 310 9980 9599 21 1347 0.004757133314247543 0.007634316251550721 0.0015531062124248497
0.03 0.05 0.01 1178 1591 268 9980 9610 21 1427 0.005620765340204218 0.007591373222635748 0.001342685370741483
0.03 0.05 0.01 919 1866 357 9980 9599 21 1250 0.004384960396984445 0.008903521328371028 0.0017885771543086173
0.03 0.05 0.01 1020 1622 260 9980 9584 21 1308 0.004866876610363584 0.007739288100009543 0.0013026052104208416
0.03 0.05 0.01 768 1588 268 9980 9526 21 1181 0.0036644718007443457 0.00757705887966409 0.001342685370741483
0.03 0.05 0.01 772 1815 289 9980 9539 21 1234 0.0036835575913732226 0.008660177497852849 0.0014478957915831662
0.03 0.05 0.01 1145 1643 321 9980 9587 21 1371 0.0054633075675159844 0.007839488500811146 0.0016082164328657315
0.03 0.05 0.02 622 1159 397 9980 9677 21 1177 0.0029678404427903424 0.0055301078347170535 0.0019889779559118235
0.03 0.05 0.02 739 1304 516 9980 9657 21 1186 0.003526099818684989 0.006221967745013837 0.002585170340681363
0.03 0.05 0.02 873 1402 519 9980 9653 21 1168 0.004165473804752362 0.006689569615421319 0.0026002004008016033
0.03 0.05 0.02 852 1476 426 9980 9667 21 1219 0.004065273403950759 0.00704265674205554 0.002134268537074148
0.03 0.05 0.02 830 1279 413 9980 9680 21 1176 0.003960301555491937 0.0061026815535833575 0.0020691382765531063
0.03 0.05 0.02 1000 1264 486 9980 9719 21 1404 0.0047714476572192 0.006031109838725069 0.0024348697394789578
0.03 0.05 0.02 923 1297 488 9980 9693 21 1198 0.004404046187613322 0.006188567611413303 0.002444889779559118
0.03 0.05 0.02 820 1351 452 9980 9666 21 1172 0.003912587078919744 0.00644622578490314 0.0022645290581162327
0.03 0.05 0.02 757 1418 410 9980 9669 21 1214 0.0036119858765149347 0.006765912777936826 0.002054108216432866
0.03 0.05 0.02 703 1371 506 9980 9703 21 1079 0.0033543277030250976 0.006541654738047523 0.002535070140280561
0.03 0.05 0.02 769 1296 576 9980 9668 21 1108 0.003669243248401565 0.006183796163756083 0.0028857715430861725
0.03 0.05 0.02 860 1377 454 9980 9702 21 1270 0.004103444985208512 0.006570283423990839 0.0022745490981963927
0.03 0.05 0.02 674 1495 378 9980 9599 21 1061 0.003215955720965741 0.007133314247542704 0.0018937875751503005
0.03 0.05 0.02 916 1307 382 9980 9685 21 1224 0.004370646054012788 0.006236282087985495 0.0019138276553106212
0.03 0.05 0.02 946 1308 440 9980 9697 21 1260 0.004513789483729364 0.006241053535642714 0.0022044088176352704
0.03 0.05 0.02 710 1164 422 9980 9684 21 1218 0.003387727836625632 0.005553965073003149 0.0021142284569138276
0.03 0.05 0.02 757 1435 385 9980 9653 21 1122 0.0036119858765149347 0.006847027388109553 0.0019288577154308617
0.03 0.05 0.02 816 1362 469 9980 9693 21 1221 0.0038935012882908675 0.006498711709132551 0.002349699398797595
0.03 0.05 0.02 660 1414 406 9980 9633 21 1121 0.0031491554537646724 0.006746826987307949 0.002034068136272545
0.03 0.05 0.02 710 1131 514 9980 9695 21 1057 0.003387727836625632 0.005396507300314915 0.0025751503006012024
0.03 0.05 0.03 485 990 459 9980 9768 21 1073 0.002314152113751312 0.0047237331806470086 0.0022995991983967936
0.03 0.05 0.03 619 1103 600 9980 9751 21 1072 0.002953526099818685 0.005262906765912778 0.003006012024048096
0.03 0.05 0.03 760 1211 716 9980 9737 21 1078 0.0036263002194865924 0.005778223112892451 0.0035871743486973946
0.03 0.05 0.03 632 1207 595 9980 9786 21 1018 0.0030155549193625346 0.0057591373222635744 0.0029809619238476952
0.03 0.05 0.03 519 1173 597 9980 9803 21 826 0.002476381334096765 0.005596908101918122 0.0029909819639278557
0.03 0.05 0.03 629 1030 547 9980 9764 21 1010 0.003001240576390877 0.0049145910869357766 0.002740480961923848
0.03 0.05 0.03 758 1007 644 9980 9783 21 1072 0.003616757324172154 0.0048048477908197345 0.003226452905811623
0.03 0.05 0.03 639 1112 528 9980 9764 21 1039 0.003048955052963069 0.005305849794827751 0.0026452905811623247
0.03 0.05 0.03 610 1082 489 9980 9779 21 1073 0.002910583070903712 0.005162706365111174 0.0024498997995991982
0.03 0.05 0.03 632 1302 471 9980 9732 21 989 0.0030155549193625346 0.006212424849699399 0.0023597194388777555
0.03 0.05 0.03 619 1131 517 9980 9776 21 1086 0.002953526099818685 0.005396507300314915 0.002590180360721443
0.03 0.05 0.03 760 1127 562 9980 9783 21 1143 0.0036263002194865924 0.0053774215096860385 0.00281563126252505
0.03 0.05 0.03 539 1203 528 9980 9708 21 956 0.002571810287241149 0.0057400515316346976 0.0026452905811623247
0.03 0.05 0.03 794 1070 516 9980 9790 21 1097 0.003788529439832045 0.0051054489932245446 0.002585170340681363
0.03 0.05 0.03 571 978 616 9980 9812 21 1062 0.0027244966122721634 0.004666475808760378 0.003086172344689379
0.03 0.05 0.03 641 949 498 9980 9792 21 1120 0.0030584979482775076 0.004528103826701021 0.00249498997995992
0.03 0.05 0.03 539 1087 532 9980 9756 21 1005 0.002571810287241149 0.0051865636033972705 0.002665330661322645
0.03 0.05 0.03 637 1151 564 9980 9790 21 1088 0.0030394121576486307 0.0054919362534593 0.0028256513026052106
0.03 0.05 0.03 751 1010 542 9980 9791 21 1151 0.0035833571905716194 0.004819162133791392 0.002715430861723447
0.03 0.05 0.03 628 965 626 9980 9792 21 1015 0.0029964691287336577 0.004604446989216528 0.0031362725450901803
0.03 0.05 0.04 422 846 429 9980 9854 21 991 0.0020135509113465024 0.004036644718007443 0.0021492985971943886
0.03 0.05 0.04 500 841 726 9980 9855 21 961 0.0023857238286096 0.004012787479721347 0.0036372745490981964
0.03 0.05 0.04 604 1035 619 9980 9900 21 996 0.002881954384960397 0.004938448325221873 0.0031012024048096194
0.03 0.05 0.04 485 935 608 9980 9888 21 911 0.002314152113751312 0.004461303559499952 0.0030460921843687375
0.03 0.05 0.04 428 942 675 9980 9894 21 747 0.0020421795972898177 0.004494703693100487 0.003381763527054108
0.03 0.05 0.04 692 872 558 9980 9912 21 1134 0.0033018417787956866 0.004160702357095143 0.0027955911823647293
0.03 0.05 0.04 566 1009 744 9980 9902 21 866 0.0027006393739860673 0.004814390686134173 0.003727454909819639
0.03 0.05 0.04 566 807 591 9980 9892 21 994 0.0027006393739860673 0.0038505582593758945 0.0029609218436873748
0.03 0.05 0.04 550 806 529 9980 9895 21 992 0.00262429621147056 0.0038457868117186753 0.0026503006012024047
0.03 0.05 0.04 467 918 600 9980 9907 21 830 0.0022282660559213665 0.0043801889493272255 0.003006012024048096
0.03 0.05 0.04 614 897 707 9980 9884 21 960 0.002929668861532589 0.004279988548525623 0.003542084168336673
0.03 0.05 0.04 587 848 543 9980 9856 21 1105 0.0028008397747876705 0.004046187613321882 0.002720440881763527
0.03 0.05 0.04 593 910 519 9980 9873 21 996 0.002829468460730986 0.004342017368069473 0.0026002004008016033
0.03 0.05 0.04 701 876 605 9980 9873 21 1074 0.0033447848077106596 0.004179788147724019 0.003031062124248497
0.03 0.05 0.04 443 759 581 9980 9934 21 921 0.0021137513121481056 0.003621528771829373 0.002910821643286573
0.03 0.05 0.04 491 1017 622 9980 9904 21 888 0.0023427807996946274 0.004852562267391927 0.00311623246492986
0.03 0.05 0.04 474 744 485 9980 9847 21 831 0.002261666189521901 0.003549957056971085 0.0024298597194388778
0.03 0.05 0.04 397 913 542 9980 9812 21 865 0.0018942647199160225 0.00435633171104113 0.002715430861723447
0.03 0.05 0.04 595 798 573 9980 9903 21 990 0.0028390113560454243 0.003807615230460922 0.002870741482965932
0.03 0.05 0.04 511 767 726 9980 9890 21 900 0.0024382097528390114 0.0036597003530871265 0.0036372745490981964
0.03 0.05 0.05 347 697 409 9980 9960 21 871 0.0016556923370550625 0.0033256990170817827 0.0020490981963927858
0.03 0.05 0.05 446 789 609 9980 10016 21 941 0.0021280656551197633 0.003764672201545949 0.0030511022044088175
0.03 0.05 0.05 523 912 570 9980 9981 21 879 0.0024954671247256416 0.004351560263383911 0.0028557114228456915
0.03 0.05 0.05 378 771 638 9980 9985 21 795 0.0018036072144288577 0.0036787861437160034 0.003196392785571142
0.03 0.05 0.05 367 779 765 9980 9987 21 694 0.0017511212901994465 0.003716957724973757 0.003832665330661323
0.03 0.05 0.05 558 722 522 9980 10024 21 988 0.002662467792728314 0.003444985208512263 0.0026152304609218437
0.03 0.05 0.05 533 663 739 9980 9983 21 897 0.002543181601297834 0.0031634697967363296 0.0037024048096192387
0.03 0.05 0.05 457 661 610 9980 10000 21 907 0.0021805515793491747 0.0031539269014218916 0.003056112224448898
0.03 0.05 0.05 464 786 767 9980 10017 21 771 0.002213951712949709 0.0037503578585742913 0.003842685370741483
0.03 0.05 0.05 423 842 631 9980 10004 21 746 0.0020183223590037216 0.004017558927378566 0.003161322645290581
0.03 0.05 0.05 533 791 648 9980 9962 21 929 0.002543181601297834 0.0037742150968603874 0.003246492985971944
0.03 0.05 0.05 496 673 569 9980 9952 21 1021 0.0023666380379807235 0.003211184273308522 0.002850701402805611
0.03 0.05 0.05 336 836 661 9980 9927 21 801 0.0016032064128256513 0.003988930241435251 0.003311623246492986
0.03 0.05 0.05 573 704 546 9980 9980 21 946 0.002734039507586602 0.003359099150682317 0.0027354709418837674
0.03 0.05 0.05 406 791 573 9980 9951 21 794 0.0019372077488309953 0.0037742150968603874 0.002870741482965932
0.03 0.05 0.05 427 687 603 9980 9976 21 914 0.0020374081496325985 0.0032779845405095905 0.0030210420841683366
0.03 0.05 0.05 406 700 523 9980 9935 21 788 0.0019372077488309953 0.0033400133600534404 0.0026202404809619237
0.03 0.05 0.05 373 835 511 9980 9907 21 839 0.0017797499761427616 0.003984158793778033 0.002560120240480962
0.03 0.05 0.05 345 891 538 9980 9961 21 827 0.001646149441740624 0.004251359862582307 0.002695390781563126
0.03 0.05 0.05 487 809 493 9980 9998 21 853 0.0023236950090657505 0.003860101154690333 0.002469939879759519
0.04 0.01 0.01 2263 605 550 9980 9982 21 2519 0.01079778604828705 0.002886725832617616 0.0027555110220440883
0.04 0.01 0.01 2242 663 584 9980 9968 21 2399 0.010697585647485446 0.0031634697967363296 0.0029258517034068134
0.04 0.01 0.01 2322 759 527 9980 9949 21 2122 0.011079301460062984 0.003621528771829373 0.0026402805611222446
0.04 0.01 0.01 2342 693 705 9980 9985 21 2319 0.011174730413207367 0.003306613226452906 0.003532064128256513
0.04 0.01 0.01 2287 572 541 9980 9980 21 2130 0.010912300792060311 0.0027292680599293826 0.002710420841683367
0.04 0.01 0.01 2833 576 572 9980 9974 21 2704 0.013517511212901994 0.0027483538505582595 0.0028657314629258516
0.04 0.01 0.01 2424 593 704 9980 9977 21 2170 0.011565989121099341 0.002829468460730986 0.0035270541082164327
0.04 0.01 0.01 2464 689 593 9980 9973 21 2368 0.01175684702738811 0.003287527435824029 0.0029709418837675352
0.04 0.01 0.01 2243 753 725 9980 9982 21 2096 0.010702357095142665 0.003592900085886058 0.0036322645290581164
0.04 0.01 0.01 2322 735 547 9980 9984 21 2205 0.011079301460062984 0.0035070140280561123 0.002740480961923848
0.04 0.01 0.01 2447 521 726 9980 10003 21 2326 0.011675732417215383 0.002485924229411203 0.0036372745490981964
0.04 0.01 0.01 2792 727 478 9980 9958 21 2513 0.013321881858956008 0.0034688424467983585 0.002394789579158317
0.04 0.01 0.01 2523 606 527 9980 9954 21 2341 0.012038362439164042 0.0028914972802748353 0.0026402805611222446
0.04 0.01 0.01 2708 561 542 9980 9986 21 2469 0.012921080255749595 0.002676782135699971 0.002715430861723447
0.04 0.01 0.01 2423 707 595 9980 9976 21 2432 0.011561217673442122 0.0033734134936539745 0.0029809619238476952
0.04 0.01 0.01 2427 604 530 9980 9965 21 2340 0.011580303464070999 0.002881954384960397 0.002655310621242485
0.04 0.01 0.01 2530 576 592 9980 10001 21 2384 0.012071762572764577 0.0027483538505582595 0.002965931863727455
0.04 0.01 0.01 2437 723 613 9980 9986 21 2478 0.011628017940643191 0.003449756656169482 0.0030711422845691384
0.04 0.01 0.01 2285 691 502 9980 9981 21 2346 0.010902757896745873 0.0032970703311384674 0.0025150300601202405
0.04 0.01 0.01 2282 614 646 9980 9983 21 2222 0.010888443553774215 0.002929668861532589 0.0032364729458917835
0.04 0.01 0.02 1664 446 959 9980 10118 21 2214 0.00793968890161275 0.0021280656551197633 0.004804609218436874
0.04 0.01 0.02 1796 565 923 9980 10062 21 2151 0.008569519992365684 0.002695867926328848 0.004624248496993988
0.04 0.01 0.02 1898 556 980 9980 10051 21 1896 0.009056207653402043 0.0026529248974138755 0.004909819639278557
0.04 0.01 0.02 1901 566 1111 9980 10085 21 2115 0.0090705219963737 0.0027006393739860673 0.005566132264529058
