p_s,p_d,d,S,D,I,K1,k,S_norm,D_norm,I_norm,a,b,c
0.01,0.01,0.01,1113,1083,1195,9980,21,0.005310621,0.005167478,0.005986974,9.52469E-49,0.005167478,0.016465073
0.01,0.01,0.02,811,859,2014,9980,21,0.003869644,0.004098674,0.01009018,7.33685E-51,0.004098674,0.018058498
0.01,0.01,0.03,666,707,2210,9980,21,0.003177784,0.003373413,0.011072144,1.22874E-52,0.003373413,0.017623342
0.01,0.01,0.04,559,574,2265,9980,21,0.002667239,0.002738811,0.011347695,1.54455E-54,0.002738811,0.016753746
0.01,0.01,0.05,444,447,2307,9980,21,0.002118523,0.002132837,0.011558116,8.09304E-57,0.002132837,0.015809476
0.01,0.01,0.06,344,383,2168,9980,21,0.001641378,0.001827464,0.010861723,3.15375E-58,0.001827464,0.014330566
0.01,0.01,0.07,276,327,1950,9980,21,0.00131692,0.001560263,0.009769539,1.14066E-59,0.001560263,0.012646722
0.01,0.01,0.08,243,269,1818,9980,21,0.001159462,0.001283519,0.009108216,1.88995E-61,0.001283519,0.011551198
0.01,0.01,0.09,216,229,1794,9980,21,0.001030633,0.001092662,0.008987976,6.42982E-63,0.001092662,0.01111127
0.01,0.01,0.1,190,189,1574,9980,21,0.000906575,0.000901804,0.007885772,1.14117E-64,0.000901804,0.00969415
0.01,0.02,0.01,864,1957,894,9980,21,0.004122531,0.009337723,0.004478958,2.37171E-43,0.009337723,0.017939212
0.01,0.02,0.02,628,1558,1576,9980,21,0.002996469,0.007433915,0.007895792,1.97501E-45,0.007433915,0.018326176
0.01,0.02,0.03,524,1289,1741,9980,21,0.002500239,0.006150396,0.008722445,3.68948E-47,0.006150396,0.017373079
0.01,0.02,0.04,431,1106,1794,9980,21,0.002056494,0.005277221,0.008987976,1.48085E-48,0.005277221,0.016321691
0.01,0.02,0.05,354,839,1767,9980,21,0.001689092,0.004003245,0.008852705,4.47357E-51,0.004003245,0.014545042
0.01,0.02,0.06,284,727,1678,9980,21,0.001355091,0.003468842,0.008406814,2.20737E-52,0.003468842,0.013230747
0.01,0.02,0.07,221,626,1532,9980,21,0.00105449,0.002986926,0.007675351,9.54365E-54,0.002986926,0.011716767
0.01,0.02,0.08,207,507,1414,9980,21,0.00098769,0.002419124,0.007084168,1.13978E-55,0.002419124,0.010490982
0.01,0.02,0.09,184,401,1402,9980,21,0.000877946,0.001913351,0.007024048,8.27342E-58,0.001913351,0.009815345
0.01,0.02,0.1,158,343,1218,9980,21,0.000753889,0.001636607,0.006102204,3.1105E-59,0.001636607,0.0084927
0.01,0.03,0.01,628,2211,725,9980,21,0.002996469,0.010549671,0.003632265,3.07622E-42,0.010549671,0.017178404
0.01,0.03,0.02,430,1724,1255,9980,21,0.002051722,0.008225976,0.006287575,1.65553E-44,0.008225976,0.016565273
0.01,0.03,0.03,360,1454,1404,9980,21,0.001717721,0.006937685,0.007034068,4.6292E-46,0.006937685,0.015689474
0.01,0.03,0.04,282,1188,1391,9980,21,0.001345548,0.00566848,0.006968938,6.64965E-48,0.00566848,0.013982966
0.01,0.03,0.05,245,960,1403,9980,21,0.001169005,0.00458059,0.007029058,7.57442E-50,0.00458059,0.012778653
0.01,0.03,0.06,184,838,1364,9980,21,0.000877946,0.003998473,0.006833667,4.36293E-51,0.003998473,0.011710087
0.01,0.03,0.07,136,716,1239,9980,21,0.000648917,0.003416357,0.006207415,1.60261E-52,0.003416357,0.010272688
0.01,0.03,0.08,125,594,1137,9980,21,0.000596431,0.00283424,0.005696393,3.1708E-54,0.00283424,0.009127064
0.01,0.03,0.09,116,483,1134,9980,21,0.000553488,0.002304609,0.005681363,4.11664E-56,0.002304609,0.00853946
0.01,0.03,0.1,96,414,978,9980,21,0.000458059,0.001975379,0.0048998,1.61682E-57,0.001975379,0.007333238
0.01,0.04,0.01,485,2383,550,9980,21,0.002314152,0.01137036,0.002755511,1.4834E-41,0.01137036,0.016440023
0.01,0.04,0.02,311,1799,959,9980,21,0.00148392,0.008583834,0.004804609,4.04863E-44,0.008583834,0.014872364
0.01,0.04,0.03,255,1520,1096,9980,21,0.001216719,0.0072526,0.005490982,1.1759E-45,0.0072526,0.013960302
0.01,0.04,0.04,192,1229,1046,9980,21,0.000916118,0.005864109,0.005240481,1.35595E-47,0.005864109,0.012020708
0.01,0.04,0.05,175,1000,1090,9980,21,0.000835003,0.004771448,0.005460922,1.78506E-49,0.004771448,0.011067373
0.01,0.04,0.06,128,837,1045,9980,21,0.000610745,0.003993702,0.005235471,4.25489E-51,0.003993702,0.009839918
0.01,0.04,0.07,93,692,920,9980,21,0.000443745,0.003301842,0.004609218,7.83216E-53,0.003301842,0.008354805
0.01,0.04,0.08,91,600,846,9980,21,0.000434202,0.002862869,0.004238477,3.91588E-54,0.002862869,0.007535547
0.01,0.04,0.09,83,482,887,9980,21,0.00039603,0.002299838,0.004443888,3.94132E-56,0.002299838,0.007139756
0.01,0.04,0.1,71,428,757,9980,21,0.000338773,0.00204218,0.003792585,3.25067E-57,0.00204218,0.006173538
0.01,0.05,0.01,379,2372,405,9980,21,0.001808379,0.011317874,0.002029058,1.34605E-41,0.011317874,0.015155311
0.01,0.05,0.02,241,1777,696,9980,21,0.001149919,0.008478862,0.003486974,3.12672E-44,0.008478862,0.013115755
0.01,0.05,0.03,189,1493,776,9980,21,0.000901804,0.007123771,0.003887776,8.07067E-46,0.007123771,0.011913351
0.01,0.05,0.04,137,1220,739,9980,21,0.000653688,0.005821166,0.003702405,1.16201E-47,0.005821166,0.010177259
0.01,0.05,0.05,128,1004,808,9980,21,0.000610745,0.004790533,0.004048096,1.94116E-49,0.004790533,0.009449375
0.01,0.05,0.06,100,834,803,9980,21,0.000477145,0.003979387,0.004023046,3.94585E-51,0.003979387,0.008479578
0.01,0.05,0.07,65,681,721,9980,21,0.000310144,0.003249356,0.003612224,5.59426E-53,0.003249356,0.007171724
0.01,0.05,0.08,64,583,657,9980,21,0.000305373,0.002781754,0.003291583,2.14138E-54,0.002781754,0.00637871
0.01,0.05,0.09,59,439,653,9980,21,0.000281515,0.002094666,0.003271543,5.53871E-57,0.002094666,0.005647724
0.01,0.05,0.1,49,384,574,9980,21,0.000233801,0.001832236,0.002875752,3.33126E-58,0.001832236,0.004941788
0.01,0.06,0.01,325,2327,295,9980,21,0.00155072,0.011103159,0.001477956,9.0028E-42,0.011103159,0.014131835
0.01,0.06,0.02,204,1766,523,9980,21,0.000973375,0.008426377,0.00262024,2.74447E-44,0.008426377,0.012019992
0.01,0.06,0.03,157,1479,606,9980,21,0.000749117,0.007056971,0.003036072,6.62194E-46,0.007056971,0.010842161
0.01,0.06,0.04,110,1243,575,9980,21,0.000524859,0.005930909,0.002880762,1.72007E-47,0.005930909,0.00933653
