p_s,p_d,d,S,D,I,K1,k,S_norm,D_norm,I_norm,a,b,c
0.08,0.05,0.08,259,122,108,9980,21,0.001235805,0.000582117,0.000541082,1.16201E-68,0.000582117,0.002359004
0.08,0.05,0.09,182,111,96,9980,21,0.000868403,0.000529631,0.000480962,1.59748E-69,0.000529631,0.001878996
0.08,0.05,0.1,159,70,90,9980,21,0.00075866,0.000334001,0.000450902,9.97039E-74,0.000334001,0.001543563
0.08,0.06,0.01,714,395,17,9980,21,0.003406814,0.001884722,8.52E-05,6.02827E-58,0.001884722,0.005376706
0.08,0.06,0.02,478,285,61,9980,21,0.002280752,0.001359863,0.000305611,6.3591E-61,0.001359863,0.003946226
0.08,0.06,0.03,414,223,73,9980,21,0.001975379,0.001064033,0.000365731,3.68176E-63,0.001064033,0.003405144
0.08,0.06,0.04,348,179,86,9980,21,0.001660464,0.000854089,0.000430862,3.64391E-65,0.000854089,0.002945415
0.08,0.06,0.05,304,153,76,9980,21,0.00145052,0.000730031,0.000380762,1.3495E-66,0.000730031,0.002561313
0.08,0.06,0.06,264,132,89,9980,21,0.001259662,0.000629831,0.000445892,6.07723E-68,0.000629831,0.002335385
0.08,0.06,0.07,240,112,74,9980,21,0.001145147,0.000534402,0.000370741,1.92855E-69,0.000534402,0.002050291
0.08,0.06,0.08,230,95,91,9980,21,0.001097433,0.000453288,0.000455912,6.07924E-71,0.000453288,0.002006632
0.08,0.06,0.09,157,85,79,9980,21,0.000749117,0.000405573,0.000395792,5.881E-72,0.000405573,0.001550482
0.08,0.06,0.1,140,62,72,9980,21,0.000668003,0.00029583,0.000360721,7.79613E-75,0.00029583,0.001324554
0.08,0.07,0.01,594,328,17,9980,21,0.00283424,0.001565035,8.52E-05,1.2162E-59,0.001565035,0.004484445
0.08,0.07,0.02,397,237,43,9980,21,0.001894265,0.001130833,0.000215431,1.32242E-62,0.001130833,0.003240529
0.08,0.07,0.03,344,189,54,9980,21,0.001641378,0.000901804,0.000270541,1.14117E-64,0.000901804,0.002813723
0.08,0.07,0.04,283,147,56,9980,21,0.00135032,0.000701403,0.000280561,5.82529E-67,0.000701403,0.002332284
0.08,0.07,0.05,254,119,51,9980,21,0.001211948,0.000567802,0.000255511,6.88874E-69,0.000567802,0.002035261
0.08,0.07,0.06,215,90,55,9980,21,0.001025861,0.00042943,0.000275551,1.9532E-71,0.00042943,0.001730843
0.08,0.07,0.07,193,82,42,9980,21,0.000920889,0.000391259,0.000210421,2.76531E-72,0.000391259,0.001522569
0.08,0.07,0.08,184,65,57,9980,21,0.000877946,0.000310144,0.000285571,2.10297E-74,0.000310144,0.001473662
0.08,0.07,0.09,126,55,46,9980,21,0.000601202,0.00026243,0.000230461,6.29898E-76,0.00026243,0.001094093
0.08,0.07,0.1,111,37,49,9980,21,0.000529631,0.000176544,0.000245491,1.52718E-79,0.000176544,0.000951665
0.08,0.08,0.01,450,287,15,9980,21,0.002147151,0.001369405,7.52E-05,7.36501E-61,0.001369405,0.003591707
0.08,0.08,0.02,294,204,35,9980,21,0.001402806,0.000973375,0.000175351,5.67397E-64,0.000973375,0.002551532
0.08,0.08,0.03,253,166,47,9980,21,0.001207176,0.00079206,0.000235471,7.48037E-66,0.00079206,0.002234708
0.08,0.08,0.04,203,130,52,9980,21,0.000968604,0.000620288,0.000260521,4.41026E-68,0.000620288,0.001849413
0.08,0.08,0.05,181,103,44,9980,21,0.000863632,0.000491459,0.000220441,3.32074E-70,0.000491459,0.001575532
0.08,0.08,0.06,155,84,48,9980,21,0.000739574,0.000400802,0.000240481,4.58689E-72,0.000400802,0.001380857
0.08,0.08,0.07,140,76,37,9980,21,0.000668003,0.00036263,0.000185371,5.60711E-73,0.00036263,0.001216003
0.08,0.08,0.08,131,58,48,9980,21,0.00062506,0.000276744,0.000240481,1.9215E-75,0.000276744,0.001142285
0.08,0.08,0.09,99,50,43,9980,21,0.000472373,0.000238572,0.000215431,8.51184E-77,0.000238572,0.000926377
0.08,0.08,0.1,85,37,45,9980,21,0.000405573,0.000176544,0.000225451,1.52718E-79,0.000176544,0.000807568
0.08,0.09,0.01,382,271,12,9980,21,0.001822693,0.001293062,6.01E-05,2.20805E-61,0.001293062,0.003175876
0.08,0.09,0.02,234,203,24,9980,21,0.001116519,0.000968604,0.00012024,5.11765E-64,0.000968604,0.002205363
0.08,0.09,0.03,206,175,31,9980,21,0.000982918,0.000835003,0.000155311,2.267E-65,0.000835003,0.001973232
0.08,0.09,0.04,167,136,26,9980,21,0.000796832,0.000648917,0.000130261,1.13755E-67,0.000648917,0.001576009
0.08,0.09,0.05,149,112,20,9980,21,0.000710946,0.000534402,0.0001002,1.92855E-69,0.000534402,0.001345548
0.08,0.09,0.06,133,98,24,9980,21,0.000634603,0.000467602,0.00012024,1.16789E-70,0.000467602,0.001222445
0.08,0.09,0.07,118,90,18,9980,21,0.000563031,0.00042943,9.02E-05,1.9532E-71,0.00042943,0.001082641
0.08,0.09,0.08,109,69,28,9980,21,0.000520088,0.00032923,0.000140281,7.37029E-74,0.00032923,0.000989598
0.08,0.09,0.09,86,61,27,9980,21,0.000410344,0.000291058,0.000135271,5.5409E-75,0.000291058,0.000836673
0.08,0.09,0.1,77,51,29,9980,21,0.000367401,0.000243344,0.000145291,1.29011E-76,0.000243344,0.000756036
0.08,0.1,0.01,282,215,4,9980,21,0.001345548,0.001025861,2.00E-05,1.70947E-63,0.001025861,0.00239145
0.08,0.1,0.02,174,163,16,9980,21,0.000830232,0.000777746,8.02E-05,5.10027E-66,0.000777746,0.001688138
0.08,0.1,0.03,150,135,20,9980,21,0.000715717,0.000644145,0.0001002,9.74232E-68,0.000644145,0.001460063
0.08,0.1,0.04,117,105,19,9980,21,0.000558259,0.000501002,9.52E-05,4.97312E-70,0.000501002,0.001154452
0.08,0.1,0.05,103,84,15,9980,21,0.000491459,0.000400802,7.52E-05,4.58689E-72,0.000400802,0.000967411
0.08,0.1,0.06,89,75,19,9980,21,0.000424659,0.000357859,9.52E-05,4.24561E-73,0.000357859,0.000877708
0.08,0.1,0.07,76,67,13,9980,21,0.00036263,0.000319687,6.51E-05,3.97397E-74,0.000319687,0.000747447
0.08,0.1,0.08,67,62,23,9980,21,0.000319687,0.00029583,0.00011523,7.79613E-75,0.00029583,0.000730747
0.08,0.1,0.09,53,56,24,9980,21,0.000252887,0.000267201,0.00012024,9.19606E-76,0.000267201,0.000640328
0.08,0.1,0.1,45,46,26,9980,21,0.000214715,0.000219487,0.000130261,1.47764E-77,0.000219487,0.000564462
0.09,0.01,0.01,1810,156,112,9980,21,0.00863632,0.000744346,0.000561122,2.02894E-66,0.000744346,0.009941788
0.09,0.01,0.02,1278,110,204,9980,21,0.00609791,0.000524859,0.001022044,1.32099E-69,0.000524859,0.007644813
0.09,0.01,0.03,1052,83,257,9980,21,0.005019563,0.00039603,0.001287575,3.56692E-72,0.00039603,0.006703168
0.09,0.01,0.04,907,68,242,9980,21,0.004327703,0.000324458,0.001212425,5.42426E-74,0.000324458,0.005864586
0.09,0.01,0.05,749,66,250,9980,21,0.003573814,0.000314916,0.001252505,2.89785E-74,0.000314916,0.005141235
0.09,0.01,0.06,614,60,261,9980,21,0.002929669,0.000286287,0.001307615,3.91588E-75,0.000286287,0.004523571
0.09,0.01,0.07,507,52,232,9980,21,0.002419124,0.000248115,0.001162325,1.93965E-76,0.000248115,0.003829564
0.09,0.01,0.08,444,38,241,9980,21,0.002118523,0.000181315,0.001207415,2.67368E-79,0.000181315,0.003507253
0.09,0.01,0.09,336,34,215,9980,21,0.001603206,0.000162229,0.001077154,2.58649E-80,0.000162229,0.00284259
0.09,0.01,0.1,303,19,206,9980,21,0.001445749,9.07E-05,0.001032064,1.27491E-85,9.06575E-05,0.00256847
0.09,0.02,0.01,1450,242,56,9980,21,0.006918599,0.00115469,0.000280561,2.05011E-62,0.00115469,0.008353851
0.09,0.02,0.02,995,178,144,9980,21,0.00474759,0.000849318,0.000721443,3.23947E-65,0.000849318,0.006318351
0.09,0.02,0.03,835,153,193,9980,21,0.003984159,0.000730031,0.000966934,1.3495E-66,0.000730031,0.005681124
0.09,0.02,0.04,723,124,173,9980,21,0.003449757,0.00059166,0.000866733,1.63497E-68,0.00059166,0.00490815
0.09,0.02,0.05,593,106,180,9980,21,0.002829468,0.000505773,0.000901804,6.06843E-70,0.000505773,0.004237046
0.09,0.02,0.06,492,92,180,9980,21,0.002347552,0.000438973,0.000901804,3.09883E-71,0.000438973,0.003688329
0.09,0.02,0.07,429,81,171,9980,21,0.002046951,0.000386487,0.000856713,2.13717E-72,0.000386487,0.003290152
0.09,0.02,0.08,387,54,180,9980,21,0.00184655,0.000257658,0.000901804,4.28472E-76,0.000257658,0.003006012
0.09,0.02,0.09,289,45,159,9980,21,0.001378948,0.000214715,0.000796593,9.31357E-78,0.000214715,0.002390257
0.09,0.02,0.1,257,25,150,9980,21,0.001226262,0.000119286,0.000751503,4.05876E-83,0.000119286,0.002097051
0.09,0.03,0.01,1182,307,38,9980,21,0.005639851,0.001464834,0.000190381,3.03081E-60,0.001464834,0.007295066
0.09,0.03,0.02,790,229,108,9980,21,0.003769444,0.001092662,0.000541082,6.42982E-63,0.001092662,0.005403187
0.09,0.03,0.03,682,186,145,9980,21,0.003254127,0.000887489,0.000726453,8.15502E-65,0.000887489,0.004868069
0.09,0.03,0.04,576,158,143,9980,21,0.002748354,0.000753889,0.000716433,2.65126E-66,0.000753889,0.004218675
0.09,0.03,0.05,478,141,148,9980,21,0.002280752,0.000672774,0.000741483,2.42803E-67,0.000672774,0.003695009
0.09,0.03,0.06,407,121,157,9980,21,0.001941979,0.000577345,0.000786573,9.77566E-69,0.000577345,0.003305898
0.09,0.03,0.07,361,112,149,9980,21,0.001722493,0.000534402,0.000746493,1.92855E-69,0.000534402,0.003003388
0.09,0.03,0.08,330,84,150,9980,21,0.001574578,0.000400802,0.000751503,4.58689E-72,0.000400802,0.002726882
0.09,0.03,0.09,244,75,130,9980,21,0.001164233,0.000357859,0.000651303,4.24561E-73,0.000357859,0.002173394
0.09,0.03,0.1,218,39,120,9980,21,0.001040176,0.000186086,0.000601202,4.61328E-79,0.000186086,0.001827464
0.09,0.04,0.01,956,364,28,9980,21,0.004561504,0.001736807,0.000140281,1.08338E-58,0.001736807,0.006438591
0.09,0.04,0.02,619,269,78,9980,21,0.002953526,0.001283519,0.000390782,1.88995E-61,0.001283519,0.004627827
0.09,0.04,0.03,545,228,104,9980,21,0.002600439,0.00108789,0.000521042,5.86523E-63,0.00108789,0.004209371
0.09,0.04,0.04,457,192,110,9980,21,0.002180552,0.000916118,0.000551102,1.58847E-64,0.000916118,0.003647772
0.09,0.04,0.05,384,163,99,9980,21,0.001832236,0.000777746,0.000495992,5.10027E-66,0.000777746,0.003105974
0.09,0.04,0.06,335,143,108,9980,21,0.001598435,0.000682317,0.000541082,3.2637E-67,0.000682317,0.002821834
0.09,0.04,0.07,292,119,93,9980,21,0.001393263,0.000567802,0.000465932,6.88874E-69,0.000567802,0.002426997
0.09,0.04,0.08,281,100,108,9980,21,0.001340777,0.000477145,0.000541082,1.78506E-70,0.000477145,0.002359004
0.09,0.04,0.09,202,91,96,9980,21,0.000963832,0.000434202,0.000480962,2.46333E-71,0.000434202,0.001878996
0.09,0.04,0.1,179,50,90,9980,21,0.000854089,0.000238572,0.000450902,8.51184E-77,0.000238572,0.001543563
0.09,0.05,0.01,779,330,17,9980,21,0.003716958,0.001574578,8.52E-05,1.3818E-59,0.001574578,0.005376706
0.09,0.05,0.02,506,257,61,9980,21,0.002414353,0.001226262,0.000305611,7.24851E-62,0.001226262,0.003946226
0.09,0.05,0.03,434,203,73,9980,21,0.002070808,0.000968604,0.000365731,5.11765E-64,0.000968604,0.003405144
0.09,0.05,0.04,359,168,86,9980,21,0.00171295,0.000801603,0.000430862,9.61941E-66,0.000801603,0.002945415
0.09,0.05,0.05,315,142,76,9980,21,0.001503006,0.000677546,0.000380762,2.81649E-67,0.000677546,0.002561313
0.09,0.05,0.06,275,121,89,9980,21,0.001312148,0.000577345,0.000445892,9.77566E-69,0.000577345,0.002335385
0.09,0.05,0.07,251,101,74,9980,21,0.001197633,0.000481916,0.000370741,2.1999E-70,0.000481916,0.002050291
0.09,0.05,0.08,240,85,91,9980,21,0.001145147,0.000405573,0.000455912,5.881E-72,0.000405573,0.002006632
0.09,0.05,0.09,165,77,79,9980,21,0.000787289,0.000367401,0.000395792,7.37834E-73,0.000367401,0.001550482
0.09,0.05,0.1,148,54,72,9980,21,0.000706174,0.000257658,0.000360721,4.28472E-76,0.000257658,0.001324554
0.09,0.06,0.01,652,270,17,9980,21,0.003110984,0.001288291,8.52E-05,2.04311E-61,0.001288291,0.004484445
0.09,0.06,0.02,423,211,43,9980,21,0.002018322,0.001006775,0.000215431,1.15235E-63,0.001006775,0.003240529
0.09,0.06,0.03,363,170,54,9980,21,0.001732035,0.000811146,0.000270541,1.23333E-65,0.000811146,0.002813723
0.09,0.06,0.04,293,137,56,9980,21,0.001398034,0.000653688,0.000280561,1.32674E-67,0.000653688,0.002332284
0.09,0.06,0.05,264,109,51,9980,21,0.001259662,0.000520088,0.000255511,1.09046E-69,0.000520088,0.002035261
0.09,0.06,0.06,225,80,55,9980,21,0.001073576,0.000381716,0.000275551,1.64643E-72,0.000381716,0.001730843
0.09,0.06,0.07,203,72,42,9980,21,0.000968604,0.000343544,0.000210421,1.80151E-73,0.000343544,0.001522569
0.09,0.06,0.08,193,56,57,9980,21,0.000920889,0.000267201,0.000285571,9.19606E-76,0.000267201,0.001473662
0.09,0.06,0.09,133,48,46,9980,21,0.000634603,0.000229029,0.000230461,3.61176E-77,0.000229029,0.001094093
0.09,0.06,0.1,118,30,49,9980,21,0.000563031,0.000143143,0.000245491,1.86724E-81,0.000143143,0.000951665
0.09,0.07,0.01,502,235,15,9980,21,0.002395267,0.00112129,7.52E-05,1.10682E-62,0.00112129,0.003591707
0.09,0.07,0.02,316,182,35,9980,21,0.001507777,0.000868403,0.000175351,5.16598E-65,0.000868403,0.002551532
0.09,0.07,0.03,268,151,47,9980,21,0.001278748,0.000720489,0.000235471,1.02369E-66,0.000720489,0.002234708
0.09,0.07,0.04,211,122,52,9980,21,0.001006775,0.000582117,0.000260521,1.16201E-68,0.000582117,0.001849413
0.09,0.07,0.05,189,95,44,9980,21,0.000901804,0.000453288,0.000220441,6.07924E-71,0.000453288,0.001575532
0.09,0.07,0.06,163,76,48,9980,21,0.000777746,0.00036263,0.000240481,5.60711E-73,0.00036263,0.001380857
0.09,0.07,0.07,148,68,37,9980,21,0.000706174,0.000324458,0.000185371,5.42426E-74,0.000324458,0.001216003
0.09,0.07,0.08,138,51,48,9980,21,0.00065846,0.000243344,0.000240481,1.29011E-76,0.000243344,0.001142285
0.09,0.07,0.09,106,43,43,9980,21,0.000505773,0.000205172,0.000215431,3.58502E-78,0.000205172,0.000926377
0.09,0.07,0.1,92,30,45,9980,21,0.000438973,0.000143143,0.000225451,1.86724E-81,0.000143143,0.000807568
0.09,0.08,0.01,423,230,12,9980,21,0.002018322,0.001097433,6.01E-05,7.04592E-63,0.001097433,0.003175876
0.09,0.08,0.02,251,186,24,9980,21,0.001197633,0.000887489,0.00012024,8.15502E-65,0.000887489,0.002205363
0.09,0.08,0.03,216,165,31,9980,21,0.001030633,0.000787289,0.000155311,6.58895E-66,0.000787289,0.001973232
0.09,0.08,0.04,175,128,26,9980,21,0.000835003,0.000610745,0.000130261,3.18466E-68,0.000610745,0.001576009
0.09,0.08,0.05,157,104,20,9980,21,0.000749117,0.000496231,0.0001002,4.06774E-70,0.000496231,0.001345548
0.09,0.08,0.06,141,90,24,9980,21,0.000672774,0.00042943,0.00012024,1.9532E-71,0.00042943,0.001222445
0.09,0.08,0.07,126,82,18,9980,21,0.000601202,0.000391259,9.02E-05,2.76531E-72,0.000391259,0.001082641
0.09,0.08,0.08,116,62,28,9980,21,0.000553488,0.00029583,0.000140281,7.79613E-75,0.00029583,0.000989598
0.09,0.08,0.09,93,54,27,9980,21,0.000443745,0.000257658,0.000135271,4.28472E-76,0.000257658,0.000836673
0.09,0.08,0.1,84,44,29,9980,21,0.000400802,0.000209944,0.000145291,5.80978E-78,0.000209944,0.000756036
0.09,0.09,0.01,311,186,4,9980,21,0.00148392,0.000887489,2.00E-05,8.15502E-65,0.000887489,0.00239145
0.09,0.09,0.02,184,153,16,9980,21,0.000877946,0.000730031,8.02E-05,1.3495E-66,0.000730031,0.001688138
0.09,0.09,0.03,158,127,20,9980,21,0.000753889,0.000605974,0.0001002,2.70104E-68,0.000605974,0.001460063
0.09,0.09,0.04,125,97,19,9980,21,0.000596431,0.00046283,9.52E-05,9.41586E-71,0.00046283,0.001154452
0.09,0.09,0.05,111,76,15,9980,21,0.000529631,0.00036263,7.52E-05,5.60711E-73,0.00036263,0.000967411
0.09,0.09,0.06,97,67,19,9980,21,0.00046283,0.000319687,9.52E-05,3.97397E-74,0.000319687,0.000877708
0.09,0.09,0.07,84,59,13,9980,21,0.000400802,0.000281515,6.51E-05,2.75135E-75,0.000281515,0.000747447
0.09,0.09,0.08,74,55,23,9980,21,0.000353087,0.00026243,0.00011523,6.29898E-76,0.00026243,0.000730747
0.09,0.09,0.09,60,49,24,9980,21,0.000286287,0.000233801,0.00012024,5.56892E-77,0.000233801,0.000640328
0.09,0.09,0.1,52,39,26,9980,21,0.000248115,0.000186086,0.000130261,4.61328E-79,0.000186086,0.000564462
0.09,0.1,0.01,257,169,4,9980,21,0.001226262,0.000806375,2.00E-05,1.08962E-65,0.000806375,0.002052677
0.09,0.1,0.02,152,131,11,9980,21,0.00072526,0.00062506,5.51E-05,5.18025E-68,0.00062506,0.00140543
0.09,0.1,0.03,132,120,13,9980,21,0.000629831,0.000572574,6.51E-05,8.2122E-69,0.000572574,0.001267535
0.09,0.1,0.04,103,90,12,9980,21,0.000491459,0.00042943,6.01E-05,1.9532E-71,0.00042943,0.00098101
0.09,0.1,0.05,89,69,8,9980,21,0.000424659,0.00032923,4.01E-05,7.37029E-74,0.00032923,0.000793969
0.09,0.1,0.06,79,60,12,9980,21,0.000376944,0.000286287,6.01E-05,3.91588E-75,0.000286287,0.000723351
0.09,0.1,0.07,69,52,9,9980,21,0.00032923,0.000248115,4.51E-05,1.93965E-76,0.000248115,0.000622435
0.09,0.1,0.08,64,48,19,9980,21,0.000305373,0.000229029,9.52E-05,3.61176E-77,0.000229029,0.000629593
0.09,0.1,0.09,56,43,20,9980,21,0.000267201,0.000205172,0.0001002,3.58502E-78,0.000205172,0.000572574
0.09,0.1,0.1,48,33,22,9980,21,0.000229029,0.000157458,0.00011022,1.3818E-80,0.000157458,0.000496708
0.1,0.01,0.01,1580,112,56,9980,21,0.007538887,0.000534402,0.000280561,1.92855E-69,0.000534402,0.008353851
0.1,0.01,0.02,1084,89,144,9980,21,0.005172249,0.000424659,0.000721443,1.5447E-71,0.000424659,0.006318351
0.1,0.01,0.03,903,85,193,9980,21,0.004308617,0.000405573,0.000966934,5.881E-72,0.000405573,0.005681124
0.1,0.01,0.04,777,70,173,9980,21,0.003707415,0.000334001,0.000866733,9.97039E-74,0.000334001,0.00490815
0.1,0.01,0.05,645,54,180,9980,21,0.003077584,0.000257658,0.000901804,4.28472E-76,0.000257658,0.004237046
0.1,0.01,0.06,538,46,180,9980,21,0.002567039,0.000219487,0.000901804,1.47764E-77,0.000219487,0.003688329
0.1,0.01,0.07,467,43,171,9980,21,0.002228266,0.000205172,0.000856713,3.58502E-78,0.000205172,0.003290152
0.1,0.01,0.08,411,30,180,9980,21,0.001961065,0.000143143,0.000901804,1.86724E-81,0.000143143,0.003006012
0.1,0.01,0.09,309,25,159,9980,21,0.001474377,0.000119286,0.000796593,4.05876E-83,0.000119286,0.002390257
0.1,0.01,0.1,262,20,150,9980,21,0.001250119,9.54E-05,0.000751503,3.74355E-85,9.5429E-05,0.002097051
0.1,0.02,0.01,1294,195,38,9980,21,0.006174253,0.000930432,0.000190381,2.19979E-64,0.000930432,0.007295066
0.1,0.02,0.02,865,154,108,9980,21,0.004127302,0.000734803,0.000541082,1.54735E-66,0.000734803,0.005403187
0.1,0.02,0.03,737,131,145,9980,21,0.003516557,0.00062506,0.000726453,5.18025E-68,0.00062506,0.004868069
0.1,0.02,0.04,618,116,143,9980,21,0.002948755,0.000553488,0.000716433,4.02969E-69,0.000553488,0.004218675
0.1,0.02,0.05,518,101,148,9980,21,0.00247161,0.000481916,0.000741483,2.1999E-70,0.000481916,0.003695009
0.1,0.02,0.06,441,87,157,9980,21,0.002104208,0.000415116,0.000786573,9.58424E-72,0.000415116,0.003305898
0.1,0.02,0.07,387,86,149,9980,21,0.00184655,0.000410344,0.000746493,7.51832E-72,0.000410344,0.003003388
0.1,0.02,0.08,348,66,150,9980,21,0.001660464,0.000314916,0.000751503,2.89785E-74,0.000314916,0.002726882
0.1,0.02,0.09,262,57,130,9980,21,0.001250119,0.000271973,0.000651303,1.3336E-75,0.000271973,0.002173394
0.1,0.02,0.1,221,36,120,9980,21,0.00105449,0.000171772,0.000601202,8.59025E-80,0.000171772,0.001827464
0.1,0.03,0.01,1058,262,28,9980,21,0.005048192,0.001250119,0.000140281,1.08638E-61,0.001250119,0.006438591
0.1,0.03,0.02,687,201,78,9980,21,0.003277985,0.000959061,0.000390782,4.15691E-64,0.000959061,0.004627827
0.1,0.03,0.03,597,176,104,9980,21,0.002848554,0.000839775,0.000521042,2.55517E-65,0.000839775,0.004209371
0.1,0.03,0.04,496,153,110,9980,21,0.002366638,0.000730031,0.000551102,1.3495E-66,0.000730031,0.003647772
0.1,0.03,0.05,421,126,99,9980,21,0.002008779,0.000601202,0.000495992,2.28789E-68,0.000601202,0.003105974
0.1,0.03,0.06,366,112,108,9980,21,0.00174635,0.000534402,0.000541082,1.92855E-69,0.000534402,0.002821834
0.1,0.03,0.07,315,96,93,9980,21,0.001503006,0.000458059,0.000465932,7.57442E-71,0.000458059,0.002426997
0.1,0.03,0.08,298,83,108,9980,21,0.001421891,0.00039603,0.000541082,3.56692E-72,0.00039603,0.002359004
0.1,0.03,0.09,219,74,96,9980,21,0.001044947,0.000353087,0.000480962,3.20272E-73,0.000353087,0.001878996
0.1,0.03,0.1,182,47,90,9980,21,0.000868403,0.000224258,0.000450902,2.32118E-77,0.000224258,0.001543563
0.1,0.04,0.01,859,250,17,9980,21,0.004098674,0.001192862,8.52E-05,4.05876E-62,0.001192862,0.005376706
0.1,0.04,0.02,564,199,61,9980,21,0.002691096,0.000949518,0.000305611,3.36952E-64,0.000949518,0.003946226
0.1,0.04,0.03,478,159,73,9980,21,0.002280752,0.00075866,0.000365731,3.02687E-66,0.00075866,0.003405144
0.1,0.04,0.04,392,135,86,9980,21,0.001870407,0.000644145,0.000430862,9.74232E-68,0.000644145,0.002945415
0.1,0.04,0.05,348,109,76,9980,21,0.001660464,0.000520088,0.000380762,1.09046E-69,0.000520088,0.002561313
0.1,0.04,0.06,303,93,89,9980,21,0.001445749,0.000443745,0.000445892,3.88862E-71,0.000443745,0.002335385
0.1,0.04,0.07,271,81,74,9980,21,0.001293062,0.000386487,0.000370741,2.13717E-72,0.000386487,0.002050291
0.1,0.04,0.08,254,71,91,9980,21,0.001211948,0.000338773,0.000455912,1.34301E-73,0.000338773,0.002006632
0.1,0.04,0.09,179,63,79,9980,21,0.000854089,0.000300601,0.000395792,1.09095E-74,0.000300601,0.001550482
0.1,0.04,0.1,150,52,72,9980,21,0.000715717,0.000248115,0.000360721,1.93965E-76,0.000248115,0.001324554
0.1,0.05,0.01,699,223,17,9980,21,0.003335242,0.001064033,8.52E-05,3.68176E-63,0.001064033,0.004484445
0.1,0.05,0.02,457,177,43,9980,21,0.002180552,0.000844546,0.000215431,2.87801E-65,0.000844546,0.003240529
0.1,0.05,0.03,395,138,54,9980,21,0.001884722,0.00065846,0.000270541,1.54566E-67,0.00065846,0.002813723
0.1,0.05,0.04,321,109,56,9980,21,0.001531635,0.000520088,0.000280561,1.09046E-69,0.000520088,0.002332284
0.1,0.05,0.05,292,81,51,9980,21,0.001393263,0.000386487,0.000255511,2.13717E-72,0.000386487,0.002035261
0.1,0.05,0.06,248,57,55,9980,21,0.001183319,0.000271973,0.000275551,1.3336E-75,0.000271973,0.001730843
0.1,0.05,0.07,218,57,42,9980,21,0.001040176,0.000271973,0.000210421,1.3336E-75,0.000271973,0.001522569
0.1,0.05,0.08,202,47,57,9980,21,0.000963832,0.000224258,0.000285571,2.32118E-77,0.000224258,0.001473662
0.1,0.05,0.09,142,39,46,9980,21,0.000677546,0.000186086,0.000230461,4.61328E-79,0.000186086,0.001094093
0.1,0.05,0.1,120,28,49,9980,21,0.000572574,0.000133601,0.000245491,4.38503E-82,0.000133601,0.000951665
0.1,0.06,0.01,538,199,15,9980,21,0.002567039,0.000949518,7.52E-05,3.36952E-64,0.000949518,0.003591707
0.1,0.06,0.02,339,159,35,9980,21,0.001617521,0.00075866,0.000175351,3.02687E-66,0.00075866,0.002551532
0.1,0.06,0.03,291,128,47,9980,21,0.001388491,0.000610745,0.000235471,3.18466E-68,0.000610745,0.002234708
0.1,0.06,0.04,233,100,52,9980,21,0.001111747,0.000477145,0.000260521,1.78506E-70,0.000477145,0.001849413
0.1,0.06,0.05,211,73,44,9980,21,0.001006775,0.000348316,0.000220441,2.40676E-73,0.000348316,0.001575532
0.1,0.06,0.06,180,59,48,9980,21,0.000858861,0.000281515,0.000240481,2.75135E-75,0.000281515,0.001380857
0.1,0.06,0.07,157,59,37,9980,21,0.000749117,0.000281515,0.000185371,2.75135E-75,0.000281515,0.001216003
0.1,0.06,0.08,147,42,48,9980,21,0.000701403,0.000200401,0.000240481,2.1872E-78,0.000200401,0.001142285
0.1,0.06,0.09,115,34,43,9980,21,0.000548716,0.000162229,0.000215431,2.58649E-80,0.000162229,0.000926377
0.1,0.06,0.1,94,28,45,9980,21,0.000448516,0.000133601,0.000225451,4.38503E-82,0.000133601,0.000807568
0.1,0.07,0.01,452,201,12,9980,21,0.002156694,0.000959061,6.01E-05,4.15691E-64,0.000959061,0.003175876
0.1,0.07,0.02,267,170,24,9980,21,0.001273977,0.000811146,0.00012024,1.23333E-65,0.000811146,0.002205363
0.1,0.07,0.03,232,149,31,9980,21,0.001106976,0.000710946,0.000155311,7.73687E-67,0.000710946,0.001973232
0.1,0.07,0.04,190,113,26,9980,21,0.000906575,0.000539174,0.000130261,2.32435E-69,0.000539174,0.001576009
0.1,0.07,0.05,172,89,20,9980,21,0.000820689,0.000424659,0.0001002,1.5447E-71,0.000424659,0.001345548
0.1,0.07,0.06,156,75,24,9980,21,0.000744346,0.000357859,0.00012024,4.24561E-73,0.000357859,0.001222445
0.1,0.07,0.07,133,75,18,9980,21,0.000634603,0.000357859,9.02E-05,4.24561E-73,0.000357859,0.001082641
0.1,0.07,0.08,123,55,28,9980,21,0.000586888,0.00026243,0.000140281,6.29898E-76,0.00026243,0.000989598
0.1,0.07,0.09,100,47,27,9980,21,0.000477145,0.000224258,0.000135271,2.32118E-77,0.000224258,0.000836673
0.1,0.07,0.1,84,44,29,9980,21,0.000400802,0.000209944,0.000145291,5.80978E-78,0.000209944,0.000756036
0.1,0.08,0.01,337,160,4,9980,21,0.001607978,0.000763432,2.00E-05,3.45281E-66,0.000763432,0.00239145
0.1,0.08,0.02,199,138,16,9980,21,0.000949518,0.00065846,8.02E-05,1.54566E-67,0.00065846,0.001688138
0.1,0.08,0.03,173,112,20,9980,21,0.00082546,0.000534402,0.0001002,1.92855E-69,0.000534402,0.001460063
0.1,0.08,0.04,140,82,19,9980,21,0.000668003,0.000391259,9.52E-05,2.76531E-72,0.000391259,0.001154452
0.1,0.08,0.05,126,61,15,9980,21,0.000601202,0.000291058,7.52E-05,5.5409E-75,0.000291058,0.000967411
